STCNTYBR,RSSDID,DEPSUMBR,county_rank,perc_deposits
1001,139133,10566,10.0,2.2
1001,233031,64740,3.0,13.6
1001,342634,78682,2.0,16.5
1001,395238,22188,9.0,4.7
1001,412751,684,12.0,0.1
1001,451965,30711,7.0,6.4
1001,463735,63139,4.0,13.3
1001,817824,30832,6.0,6.5
1001,852320,27194,8.0,5.7
1001,1474309,5594,11.0,1.2
1001,3034257,39831,5.0,8.4
1001,3437157,102150,1.0,21.4
1003,94139,15074,19.0,0.4
1003,186838,27054,18.0,0.8
1003,233031,684010,1.0,20.1
1003,342634,73791,11.0,2.2
1003,395238,61007,14.0,1.8
1003,412751,1970,20.0,0.1
1003,451965,423493,3.0,12.5
1003,456045,279936,5.0,8.2
1003,463735,81004,10.0,2.4
1003,563336,87421,9.0,2.6
1003,606046,70091,12.0,2.1
1003,697633,477638,2.0,14.1
1003,808176,28036,17.0,0.8
1003,817824,371507,4.0,10.9
1003,852320,232939,6.0,6.9
1003,994435,138272,8.0,4.1
1003,2376464,37718,16.0,1.1
1003,2385514,187181,7.0,5.5
1003,3275939,52777,15.0,1.6
1003,3356191,67784,13.0,2.0
1005,342634,76370,2.0,19.6
1005,449430,103809,1.0,26.6
1005,477639,29051,5.0,7.4
1005,518037,8256,7.0,2.1
1005,697633,60786,4.0,15.6
1005,764030,28945,6.0,7.4
1005,852320,7867,8.0,2.0
1005,929932,75070,3.0,19.2
1007,259330,99113,1.0,58.8
1007,292234,35780,2.0,21.2
1007,342634,25339,3.0,15.0
1007,501132,8311,4.0,4.9
1009,60330,34108,5.0,6.5
1009,233031,59905,3.0,11.3
1009,697633,41101,4.0,7.8
1009,852320,14303,7.0,2.7
1009,3194692,31707,6.0,6.0
1009,3217331,212611,1.0,40.2
1009,4262534,134885,2.0,25.5
1011,139133,68545,1.0,60.9
1011,1474309,44078,2.0,39.1
1013,342634,95608,1.0,33.8
1013,412751,816,7.0,0.3
1013,463735,67840,2.0,24.0
1013,466932,40518,3.0,14.3
1013,541231,39153,4.0,13.8
1013,606046,15881,6.0,5.6
1013,852320,23323,5.0,8.2
1015,233031,407238,1.0,24.5
1015,412751,675,9.0,0.0
1015,434539,158074,5.0,9.5
1015,451965,264203,3.0,15.9
1015,697633,139471,7.0,8.4
1015,852320,285751,2.0,17.2
1015,2915126,159054,4.0,9.6
1015,3385744,147278,6.0,8.9
1015,3629420,98914,8.0,6.0
1017,446130,102130,1.0,34.0
1017,551070,78211,2.0,26.1
1017,749635,16172,6.0,5.4
1017,764982,47167,3.0,15.7
1017,852320,32120,4.0,10.7
1017,876634,24359,5.0,8.1
1019,117775,28073,5.0,10.9
1019,233031,67643,2.0,26.2
1019,246134,72019,1.0,27.9
1019,412751,639,6.0,0.2
1019,467733,44192,4.0,17.1
1019,3808832,45671,3.0,17.7
1021,233031,89395,2.0,25.1
1021,412751,447,6.0,0.1
1021,455477,30403,5.0,8.6
1021,572338,46571,4.0,13.1
1021,601733,128696,1.0,36.2
1021,852320,59976,3.0,16.9
1023,233031,88483,1.0,41.8
1023,259330,75065,2.0,35.5
1023,501132,47899,3.0,22.7
1025,147633,160934,2.0,31.2
1025,233031,45758,4.0,8.9
1025,253730,18410,5.0,3.6
1025,259330,236516,1.0,45.9
1025,450034,54010,3.0,10.5
1027,451965,15676,4.0,8.2
1027,540739,141715,1.0,73.8
1027,817824,18725,2.0,9.7
1027,852320,15985,3.0,8.3
1029,291330,9376,4.0,5.0
1029,852320,50469,3.0,26.8
1029,1394621,74923,1.0,39.8
1029,2804864,53386,2.0,28.4
1031,134437,105730,2.0,19.2
1031,233031,91907,3.0,16.6
1031,374130,81265,5.0,14.7
1031,395238,125278,1.0,22.7
1031,412751,682,9.0,0.1
1031,451965,89940,4.0,16.3
1031,736448,17750,7.0,3.2
1031,852320,16592,8.0,3.0
1031,3424483,22920,6.0,4.2
1033,66275,34895,8.0,4.2
1033,233031,45218,6.0,5.4
1033,451965,51468,5.0,6.1
1033,539032,251455,2.0,30.0
1033,594433,67416,3.0,8.0
1033,595337,897,9.0,0.1
1033,675332,44151,7.0,5.3
1033,697633,60856,4.0,7.3
1033,1222519,282378,1.0,33.7
1035,233031,39715,2.0,34.8
1035,560438,46397,1.0,40.6
1035,852320,28082,3.0,24.6
1037,291330,18792,1.0,100.0
1039,233031,69843,5.0,9.3
1039,412751,492,8.0,0.1
1039,451965,126289,3.0,16.8
1039,470434,13148,7.0,1.8
1039,655839,265856,1.0,35.4
1039,852320,28593,6.0,3.8
1039,3531176,168762,2.0,22.5
1039,4262534,77610,4.0,10.3
1041,411231,41885,2.0,21.6
1041,496434,28664,3.0,14.8
1041,541231,101046,1.0,52.1
1041,852320,22180,4.0,11.4
1043,60330,179359,4.0,12.6
1043,113937,209249,1.0,14.8
1043,233031,184518,3.0,13.0
1043,412751,827,12.0,0.1
1043,451965,96453,8.0,6.8
1043,498531,192095,2.0,13.5
1043,697633,80841,9.0,5.7
1043,812379,55907,10.0,3.9
1043,934673,144583,6.0,10.2
1043,1160509,108499,7.0,7.7
1043,3194692,151776,5.0,10.7
1043,4262534,13914,11.0,1.0
1045,51730,18461,5.0,6.1
1045,134437,8585,7.0,2.8
1045,395238,59427,3.0,19.5
1045,451965,93357,1.0,30.6
1045,518037,32733,4.0,10.7
1045,522034,71145,2.0,23.3
1045,852320,15975,6.0,5.2
1045,983457,5064,8.0,1.7
1047,233031,88283,3.0,18.6
1047,342634,127630,1.0,26.8
1047,449832,94760,2.0,19.9
1047,451965,66298,5.0,13.9
1047,817824,24438,6.0,5.1
1047,3633016,74378,4.0,15.6
1049,94139,28464,10.0,3.6
1049,233031,156377,1.0,19.6
1049,246134,80022,4.0,10.1
1049,290838,23520,11.0,3.0
1049,384335,74800,6.0,9.4
1049,386432,75782,5.0,9.5
1049,420877,84601,3.0,10.6
1049,437138,63649,8.0,8.0
1049,441434,43442,9.0,5.5
1049,504535,69161,7.0,8.7
1049,697633,96131,2.0,12.1
1051,209830,97085,2.0,12.7
1051,233031,61125,7.0,8.0
1051,342634,94479,3.0,12.4
1051,412751,266,10.0,0.0
1051,451965,23598,9.0,3.1
1051,817824,31506,8.0,4.1
1051,852320,63004,5.0,8.3
1051,3034257,242981,1.0,31.8
1051,3437157,87282,4.0,11.4
1051,3536407,61791,6.0,8.1
1053,177135,22976,7.0,3.8
1053,233031,48521,5.0,8.0
1053,305433,71797,4.0,11.8
1053,342634,133005,2.0,21.9
1053,351131,47217,6.0,7.8
1053,412751,481,10.0,0.1
1053,449430,22921,8.0,3.8
1053,670430,109004,3.0,18.0
1053,852320,15980,9.0,2.6
1053,994435,134611,1.0,22.2
1055,117775,28605,9.0,2.7
1055,233031,254406,1.0,24.1
1055,386432,15628,12.0,1.5
1055,451965,161702,3.0,15.3
1055,672537,214180,2.0,20.3
1055,697633,114461,4.0,10.8
1055,852320,69048,6.0,6.5
1055,1188987,15776,11.0,1.5
1055,1394621,41746,7.0,4.0
1055,3582552,85782,5.0,8.1
1055,3808832,16439,10.0,1.6
1055,4262534,37901,8.0,3.6
1057,233031,48115,2.0,18.8
1057,330239,12143,4.0,4.7
1057,438434,158553,1.0,61.8
1057,501132,37710,3.0,14.7
1059,470032,100021,3.0,18.9
1059,539032,74264,4.0,14.0
1059,594433,226488,1.0,42.8
1059,595337,104885,2.0,19.8
1059,1222519,23350,5.0,4.4
1061,51730,29468,6.0,6.7
1061,107244,127740,1.0,28.9
1061,112332,105867,2.0,24.0
1061,244037,41755,5.0,9.4
1061,472531,49181,4.0,11.1
1061,736448,87959,3.0,19.9
1063,376237,50695,1.0,84.5
1063,680130,9275,2.0,15.5
1065,320034,82475,2.0,31.4
1065,571135,79335,3.0,30.2
1065,586335,100518,1.0,38.3
1065,994435,0,4.0,0.0
1067,117038,88661,1.0,36.8
1067,194936,39712,4.0,16.5
1067,451965,30787,5.0,12.8
1067,518037,39974,3.0,16.6
1067,764030,41489,2.0,17.2
1069,194936,99809,8.0,4.5
1069,233031,485159,1.0,22.0
1069,244037,24562,12.0,1.1
1069,395238,66906,10.0,3.0
1069,451965,340225,2.0,15.5
1069,477639,121198,6.0,5.5
1069,518037,83893,9.0,3.8
1069,697633,250230,4.0,11.4
1069,736448,4732,14.0,0.2
1069,764030,115928,7.0,5.3
1069,852320,16183,13.0,0.7
1069,929932,218832,5.0,9.9
1069,3348888,327065,3.0,14.9
1069,3424483,46538,11.0,2.1
1071,233031,108889,4.0,13.1
1071,246134,159423,2.0,19.2
1071,248633,156247,3.0,18.8
1071,441434,274983,1.0,33.2
1071,697633,37310,6.0,4.5
1071,852320,24442,7.0,2.9
1071,1163283,13487,8.0,1.6
1071,1188987,54175,5.0,6.5
1073,60330,55574,24.0,0.2
1073,233031,9356159,1.0,37.8
1073,259330,14230,31.0,0.1
1073,288376,64010,21.0,0.3
1073,292234,99223,19.0,0.4
1073,342634,1164,33.0,0.0
1073,395238,1064156,5.0,4.3
1073,398668,0,34.0,0.0
1073,412751,3373,32.0,0.0
1073,451965,3744622,3.0,15.1
1073,467733,72402,20.0,0.3
1073,498531,35469,29.0,0.1
1073,606046,153632,17.0,0.6
1073,680130,60320,23.0,0.2
1073,697633,4233718,2.0,17.1
1073,734538,54218,25.0,0.2
1073,749242,182253,14.0,0.7
1073,808176,383757,10.0,1.5
1073,817824,778729,6.0,3.1
1073,852320,681931,7.0,2.8
1073,1176881,47074,27.0,0.2
1073,2621285,61864,22.0,0.2
1073,2877484,26415,30.0,0.1
1073,3217331,53277,26.0,0.2
1073,3275939,303199,11.0,1.2
1073,3348888,1194062,4.0,4.8
1073,3356191,270103,12.0,1.1
1073,3386536,176749,15.0,0.7
1073,3536407,166393,16.0,0.7
1073,3629420,41058,28.0,0.2
1073,3642308,136805,18.0,0.6
1073,3720608,219876,13.0,0.9
1073,4262534,577432,8.0,2.3
1073,4262543,458232,9.0,1.8
1075,139834,66903,2.0,21.7
1075,250430,42687,3.0,13.9
1075,330239,31182,5.0,10.1
1075,382537,127216,1.0,41.3
1075,501132,39721,4.0,12.9
1077,66275,138733,6.0,9.0
1077,233031,161114,4.0,10.4
1077,291732,54880,9.0,3.6
1077,451965,110284,7.0,7.1
1077,539032,283079,1.0,18.3
1077,594433,83847,8.0,5.4
1077,675332,264558,2.0,17.1
1077,697633,199784,3.0,12.9
1077,1222519,154101,5.0,10.0
1077,3174920,21875,11.0,1.4
1077,3282012,11653,13.0,0.8
1077,3690596,40053,10.0,2.6
1077,4262534,19712,12.0,1.3
1079,233031,25238,3.0,11.2
1079,412751,535,4.0,0.2
1079,539032,136558,1.0,60.5
1079,594433,63488,2.0,28.1
1081,233031,203406,3.0,9.7
1081,342634,53522,10.0,2.5
1081,432432,3463,17.0,0.2
1081,451965,146789,5.0,7.0
1081,551070,119386,8.0,5.7
1081,606046,172238,4.0,8.2
1081,697633,256722,2.0,12.2
1081,749635,613922,1.0,29.2
1081,764982,15806,15.0,0.8
1081,817824,138031,6.0,6.6
1081,852320,121417,7.0,5.8
1081,929932,16211,14.0,0.8
1081,3275939,30374,12.0,1.4
1081,3437456,14587,16.0,0.7
1081,3536407,26092,13.0,1.2
1081,3582552,115791,9.0,5.5
1081,3629420,51426,11.0,2.4
1083,233031,212753,1.0,30.9
1083,412751,456,9.0,0.1
1083,539032,65266,6.0,9.5
1083,697633,90361,4.0,13.1
1083,817824,69205,5.0,10.0
1083,972732,109233,3.0,15.9
1083,2753588,112353,2.0,16.3
1083,3174920,4628,8.0,0.7
1083,4262534,24513,7.0,3.6
1085,541231,44944,1.0,57.6
1085,606046,33127,2.0,42.4
1087,749635,10939,3.0,11.8
1087,817824,55903,1.0,60.4
1087,1897168,25788,2.0,27.8
1089,233031,1419612,1.0,23.2
1089,248633,21484,20.0,0.4
1089,395238,458862,6.0,7.5
1089,412751,2025,25.0,0.0
1089,451965,591584,4.0,9.7
1089,498531,19494,21.0,0.3
1089,594433,29978,18.0,0.5
1089,606046,85860,15.0,1.4
1089,626370,123373,10.0,2.0
1089,697633,985224,2.0,16.1
1089,749242,94730,12.0,1.5
1089,808176,68387,16.0,1.1
1089,817824,206845,8.0,3.4
1089,852320,599339,3.0,9.8
1089,895475,58731,17.0,1.0
1089,972732,11238,22.0,0.2
1089,1160509,8285,23.0,0.1
1089,1402384,89587,14.0,1.5
1089,3174920,29862,19.0,0.5
1089,3275939,106114,11.0,1.7
1089,3348888,540781,5.0,8.8
1089,3356191,94595,13.0,1.5
1089,3393806,2413,24.0,0.0
1089,3690596,281772,7.0,4.6
1089,4262534,186783,9.0,3.1
1091,233031,14289,5.0,3.5
1091,253730,63547,4.0,15.5
1091,342634,77134,2.0,18.8
1091,430036,186719,1.0,45.6
1091,478430,68091,3.0,16.6
1093,250430,29191,6.0,4.8
1093,293437,136879,2.0,22.3
1093,330239,105739,3.0,17.2
1093,386731,175580,1.0,28.6
1093,390336,12574,7.0,2.0
1093,451965,80167,4.0,13.0
1093,3282012,64752,5.0,10.5
1093,4262534,9619,8.0,1.6
1095,60330,57604,9.0,3.9
1095,113937,14474,14.0,1.0
1095,117775,17179,13.0,1.2
1095,233031,350469,1.0,23.9
1095,412751,1079,17.0,0.1
1095,437138,10456,15.0,0.7
1095,441434,5056,16.0,0.3
1095,451965,162726,4.0,11.1
1095,501758,37207,12.0,2.5
1095,533535,136792,5.0,9.3
1095,606046,166067,3.0,11.3
1095,697633,62122,8.0,4.2
1095,852320,45944,10.0,3.1
1095,1188987,85767,6.0,5.8
1095,3174920,210773,2.0,14.3
1095,3488869,64593,7.0,4.4
1095,4262534,41091,11.0,2.8
1097,58636,64786,11.0,1.1
1097,107244,11688,19.0,0.2
1097,147633,22811,17.0,0.4
1097,186838,137215,8.0,2.3
1097,233031,2185847,1.0,36.2
1097,342634,401633,6.0,6.6
1097,395238,55615,15.0,0.9
1097,412751,1714,20.0,0.0
1097,451965,549058,4.0,9.1
1097,463735,452848,5.0,7.5
1097,578237,59000,14.0,1.0
1097,606046,62112,13.0,1.0
1097,697633,876524,2.0,14.5
1097,736448,40475,16.0,0.7
1097,808176,134081,9.0,2.2
1097,817824,699465,3.0,11.6
1097,852320,140154,7.0,2.3
1097,2376464,68825,10.0,1.1
1097,2817677,62558,12.0,1.0
1097,3348888,15225,18.0,0.3
1099,42037,54744,3.0,16.0
1099,233031,29501,5.0,8.6
1099,342634,118616,1.0,34.7
1099,412751,605,7.0,0.2
1099,670430,14649,6.0,4.3
1099,994435,93029,2.0,27.2
1099,4262534,30465,4.0,8.9
1101,139133,50132,11.0,0.8
1101,233031,1618617,1.0,24.9
1101,342634,82958,10.0,1.3
1101,395238,460726,5.0,7.1
1101,411231,12193,18.0,0.2
1101,412751,1505,19.0,0.0
1101,451965,789293,4.0,12.2
1101,463735,21551,15.0,0.3
1101,697633,1252879,2.0,19.3
1101,749242,23805,14.0,0.4
1101,808176,89110,9.0,1.4
1101,817824,47473,12.0,0.7
1101,852320,1127214,3.0,17.4
1101,1474309,13751,17.0,0.2
1101,1897168,28566,13.0,0.4
1101,3348888,374232,6.0,5.8
1101,3437157,171103,8.0,2.6
1101,3536407,312668,7.0,4.8
1101,4262534,14831,16.0,0.2
1103,60330,105780,8.0,6.5
1103,233031,411245,1.0,25.3
1103,412751,610,14.0,0.0
1103,451965,124082,5.0,7.6
1103,498531,23683,10.0,1.5
1103,539032,108638,6.0,6.7
1103,594433,16019,11.0,1.0
1103,697633,203036,3.0,12.5
1103,749242,278026,2.0,17.1
1103,817824,162903,4.0,10.0
1103,1160509,6557,13.0,0.4
1103,3194692,12297,12.0,0.8
1103,3690596,107806,7.0,6.6
1103,4262534,64592,9.0,4.0
1105,449832,121684,1.0,81.6
1105,501132,15547,2.0,10.4
1105,4262534,11845,3.0,7.9
1107,501132,206516,1.0,66.7
1107,739430,102977,2.0,33.3
1109,134437,590009,1.0,71.1
1109,233031,61667,4.0,7.4
1109,451965,71575,3.0,8.6
1109,465337,81131,2.0,9.8
1109,852320,25384,5.0,3.1
1111,291330,35200,3.0,10.8
1111,358233,102992,2.0,31.7
1111,451965,20776,4.0,6.4
1111,540739,16525,5.0,5.1
1111,852320,13581,6.0,4.2
1111,2804864,135785,1.0,41.8
1113,233031,70861,4.0,13.9
1113,395238,158801,1.0,31.2
1113,432432,127374,2.0,25.0
1113,451965,49040,5.0,9.6
1113,749635,26784,6.0,5.3
1113,852320,76382,3.0,15.0
1115,233031,37664,6.0,4.6
1115,467733,88512,3.0,10.8
1115,606046,15119,7.0,1.8
1115,817824,45241,4.0,5.5
1115,852320,125452,2.0,15.3
1115,1188987,7632,9.0,0.9
1115,1394621,444625,1.0,54.1
1115,2621285,12695,8.0,1.5
1115,3536407,45011,5.0,5.5
1117,233031,938000,1.0,35.8
1117,259330,44411,14.0,1.7
1117,292234,5508,21.0,0.2
1117,342634,75353,8.0,2.9
1117,353238,154514,5.0,5.9
1117,395238,115165,7.0,4.4
1117,412751,590,22.0,0.0
1117,451965,329917,2.0,12.6
1117,467733,13568,19.0,0.5
1117,594433,12126,20.0,0.5
1117,606046,49989,12.0,1.9
1117,697633,224524,3.0,8.6
1117,764982,30795,15.0,1.2
1117,808176,24374,17.0,0.9
1117,817824,58524,11.0,2.2
1117,844343,167767,4.0,6.4
1117,852320,63936,10.0,2.4
1117,3275939,48964,13.0,1.9
1117,3348888,23246,18.0,0.9
1117,3356191,143403,6.0,5.5
1117,3536407,25084,16.0,1.0
1117,4262534,72711,9.0,2.8
1119,233031,79752,1.0,41.8
1119,359838,68460,2.0,35.9
1119,501132,42455,3.0,22.3
1121,233031,117511,2.0,15.6
1121,257233,311987,1.0,41.4
1121,451965,26515,8.0,3.5
1121,455477,60282,5.0,8.0
1121,764982,69806,4.0,9.3
1121,817824,27479,7.0,3.6
1121,1394621,25102,9.0,3.3
1121,3629420,39569,6.0,5.2
1121,4262534,75515,3.0,10.0
1123,209830,48146,4.0,9.1
1123,233031,30540,6.0,5.8
1123,451965,80283,2.0,15.1
1123,817824,49312,3.0,9.3
1123,852320,32698,5.0,6.2
1123,3536407,289317,1.0,54.6
1125,233031,688858,1.0,24.6
1125,250430,5984,17.0,0.2
1125,259330,8792,16.0,0.3
1125,292234,10317,15.0,0.4
1125,395238,372577,3.0,13.3
1125,412751,376,18.0,0.0
1125,430036,32772,13.0,1.2
1125,450034,224795,4.0,8.0
1125,451965,197765,6.0,7.1
1125,501132,44826,12.0,1.6
1125,697633,203637,5.0,7.3
1125,739430,91961,10.0,3.3
1125,749242,12356,14.0,0.4
1125,814074,110267,9.0,3.9
1125,817824,182451,7.0,6.5
1125,852320,67789,11.0,2.4
1125,3356191,411193,2.0,14.7
1125,4262534,138030,8.0,4.9
1127,233031,44555,5.0,4.9
1127,288376,108314,2.0,11.9
1127,330239,42629,6.0,4.7
1127,390336,11327,10.0,1.2
1127,395238,452881,1.0,50.0
1127,451965,41880,8.0,4.6
1127,558574,27888,9.0,3.1
1127,697633,68588,3.0,7.6
1127,852320,42032,7.0,4.6
1127,3254297,66501,4.0,7.3
1129,186838,109688,1.0,62.9
1129,450034,64622,2.0,37.1
1131,180537,84920,1.0,53.9
1131,466932,51599,2.0,32.7
1131,561239,21108,3.0,13.4
1133,288376,19066,3.0,5.5
1133,330239,32870,2.0,9.4
1133,390336,263853,1.0,75.5
1133,1160509,6687,6.0,1.9
1133,3194692,14957,4.0,4.3
1133,4262534,12090,5.0,3.5
2016,280110,25267,1.0,100.0
2020,114260,1082936,2.0,20.9
2020,280110,523040,4.0,10.1
2020,451965,2730985,1.0,52.8
2020,1718188,837002,3.0,16.2
2050,114260,40746,2.0,41.0
2050,451965,58606,1.0,59.0
2060,451965,17885,1.0,100.0
2070,451965,89562,1.0,100.0
2090,114260,161533,4.0,13.2
2090,280110,102833,5.0,8.4
2090,451965,420688,1.0,34.4
2090,542667,243812,2.0,20.0
2090,571265,216645,3.0,17.7
2090,1718188,76568,6.0,6.3
2100,114260,41942,1.0,100.0
2110,114260,114840,2.0,17.0
2110,280110,72286,4.0,10.7
2110,451068,62992,5.0,9.3
2110,451965,319497,1.0,47.2
2110,983372,107586,3.0,15.9
2122,114260,230435,2.0,32.9
2122,280110,42113,3.0,6.0
2122,451965,428513,1.0,61.1
2130,280110,14377,4.0,3.3
2130,451068,171222,2.0,39.0
2130,451965,230827,1.0,52.6
2130,983372,22326,3.0,5.1
2150,114260,61317,2.0,26.6
2150,280110,22480,3.0,9.8
2150,451965,146594,1.0,63.6
2170,114260,141367,2.0,25.9
2170,280110,33693,4.0,6.2
2170,451965,314918,1.0,57.7
2170,1718188,56041,3.0,10.3
2180,451965,196348,1.0,100.0
2185,451965,28059,1.0,100.0
2188,451965,18363,1.0,100.0
2201,451068,42346,1.0,78.4
2201,451965,11662,2.0,21.6
2220,114260,41153,2.0,25.7
2220,451068,39648,3.0,24.7
2220,451965,53942,1.0,33.7
2220,983372,25460,4.0,15.9
2232,451965,23767,1.0,100.0
2240,451965,22375,1.0,48.0
2240,542667,12682,2.0,27.2
2240,571265,11532,3.0,24.8
2261,114260,64981,2.0,41.2
2261,451965,92862,1.0,58.8
2280,451068,81796,2.0,45.9
2280,451965,96376,1.0,54.1
4001,451965,38496,2.0,31.7
4001,804963,36370,3.0,30.0
4001,1004368,46554,1.0,38.3
4003,131650,14940,8.0,1.3
4003,451965,286670,1.0,25.6
4003,480228,252184,2.0,22.6
4003,697633,70488,5.0,6.3
4003,723653,16890,7.0,1.5
4003,852218,227859,3.0,20.4
4003,983457,41460,6.0,3.7
4003,1004368,207551,4.0,18.6
4005,140362,35782,7.0,2.6
4005,451965,483492,1.0,35.5
4005,480228,137785,4.0,10.1
4005,697633,129241,5.0,9.5
4005,804963,32832,8.0,2.4
4005,852218,229014,3.0,16.8
4005,1004368,237576,2.0,17.5
4005,3138146,75571,6.0,5.6
4007,131650,24913,7.0,4.4
4007,451965,137440,1.0,24.3
4007,480228,86547,4.0,15.3
4007,697633,31617,6.0,5.6
4007,804963,116206,2.0,20.6
4007,852218,97611,3.0,17.3
4007,1004368,70302,5.0,12.5
4009,480228,35870,3.0,17.0
4009,852218,112276,1.0,53.3
4009,1004368,62547,2.0,29.7
4011,1004368,50176,1.0,100.0
4012,451965,30683,4.0,12.8
4012,480228,26083,5.0,10.9
4012,852218,36989,3.0,15.5
4012,1004368,92961,1.0,38.9
4012,3154780,52093,2.0,21.8
4013,56557,435990,16.0,0.7
4013,58243,293418,19.0,0.4
4013,60143,364766,17.0,0.6
4013,75633,2097793,4.0,3.2
4013,106359,155735,24.0,0.2
4013,131650,52977,44.0,0.1
4013,141556,77201,34.0,0.1
4013,160959,22749,50.0,0.0
4013,210434,601488,11.0,0.9
4013,233554,153251,25.0,0.2
4013,236153,91943,29.0,0.1
4013,266271,253602,21.0,0.4
4013,288853,184616,22.0,0.3
4013,338646,19127,52.0,0.0
4013,339858,600415,12.0,0.9
4013,398668,0,58.0,0.0
4013,451965,16969500,2.0,25.9
4013,480228,13604082,3.0,20.8
4013,491224,105645,28.0,0.2
4013,504713,1238219,8.0,1.9
4013,595270,1003820,9.0,1.5
4013,613950,6937,55.0,0.0
4013,656377,560803,13.0,0.9
4013,676151,11713,54.0,0.0
4013,694904,860012,10.0,1.3
4013,697633,2025833,5.0,3.1
4013,786274,467107,15.0,0.7
4013,804963,25597,48.0,0.0
4013,811046,72457,36.0,0.1
4013,852218,17708729,1.0,27.0
4013,933256,36431,46.0,0.1
4013,936855,61118,43.0,0.1
4013,978369,501992,14.0,0.8
4013,983457,23836,49.0,0.0
4013,1001639,73418,35.0,0.1
4013,1004368,1454689,6.0,2.2
4013,1190476,112471,26.0,0.2
4013,1883321,84534,32.0,0.1
4013,1893049,88062,30.0,0.1
4013,2265456,0,58.0,0.0
4013,2358769,71618,39.0,0.1
4013,2716622,175689,23.0,0.3
4013,3131400,20592,51.0,0.0
4013,3138146,1398527,7.0,2.1
4013,3149012,271061,20.0,0.4
4013,3158546,44817,45.0,0.1
4013,3187612,321813,18.0,0.5
4013,3284397,79211,33.0,0.1
4013,3383599,84943,31.0,0.1
4013,3441677,0,58.0,0.0
4013,3480069,31685,47.0,0.0
4013,3547131,16459,53.0,0.0
4013,3586925,6840,56.0,0.0
4013,3592047,111618,27.0,0.2
4013,3596894,71932,38.0,0.1
4013,3606533,69526,41.0,0.1
4013,3634394,72254,37.0,0.1
4013,3637096,64679,42.0,0.1
4013,3667132,70642,40.0,0.1
4015,67656,14196,11.0,0.6
4015,451965,553027,1.0,24.3
4015,480228,279228,3.0,12.3
4015,504713,123358,6.0,5.4
4015,697633,101829,7.0,4.5
4015,786274,35219,10.0,1.5
4015,852218,538540,2.0,23.7
4015,1004368,209130,5.0,9.2
4015,1897270,242310,4.0,10.7
4015,2963275,75574,9.0,3.3
4015,3154780,100810,8.0,4.4
4017,451965,135725,2.0,22.4
4017,480228,50739,5.0,8.4
4017,697633,31701,6.0,5.2
4017,804963,100492,4.0,16.6
4017,852218,135365,3.0,22.3
4017,1004368,151732,1.0,25.0
4019,75633,337050,8.0,2.6
4019,131650,12942,17.0,0.1
4019,210434,183088,11.0,1.4
4019,451965,3691964,1.0,28.9
4019,480228,2064524,3.0,16.2
4019,504713,101580,13.0,0.8
4019,613950,623,19.0,0.0
4019,656377,513776,7.0,4.0
4019,697633,899667,4.0,7.0
4019,786274,74571,15.0,0.6
4019,804963,525174,6.0,4.1
4019,852218,2945802,2.0,23.1
4019,1004368,572469,5.0,4.5
4019,2919423,76598,14.0,0.6
4019,3131400,159058,12.0,1.2
4019,3138146,318978,9.0,2.5
4019,3158546,21913,16.0,0.2
4019,3586925,4832,18.0,0.0
4019,3640283,257083,10.0,2.0
4021,131650,110757,5.0,7.4
4021,233554,13442,11.0,0.9
4021,451965,452491,1.0,30.1
4021,480228,206886,3.0,13.8
4021,504713,26007,9.0,1.7
4021,697633,38642,6.0,2.6
4021,804963,137223,4.0,9.1
4021,852218,432928,2.0,28.8
4021,1004368,30904,8.0,2.1
4021,2626794,15244,10.0,1.0
4021,3586925,1425,12.0,0.1
4021,3637096,35096,7.0,2.3
4023,451965,280483,2.0,30.9
4023,480228,104410,3.0,11.5
4023,613950,654,8.0,0.1
4023,750864,43192,4.0,4.8
4023,852218,409562,1.0,45.1
4023,1004368,31086,5.0,3.4
4023,2716622,21235,6.0,2.3
4023,3131400,17900,7.0,2.0
4025,75633,127337,6.0,4.1
4025,140362,5420,14.0,0.2
4025,451965,788631,2.0,25.3
4025,480228,394831,4.0,12.7
4025,504713,45184,9.0,1.5
4025,613950,382,16.0,0.0
4025,656377,27009,12.0,0.9
4025,694904,119604,7.0,3.8
4025,697633,104869,8.0,3.4
4025,804963,16820,13.0,0.5
4025,852218,809601,1.0,26.0
4025,1004368,442644,3.0,14.2
4025,2626794,36337,10.0,1.2
4025,3138146,34251,11.0,1.1
4025,3165599,155969,5.0,5.0
4025,3586925,4267,15.0,0.1
4027,451965,404668,1.0,26.3
4027,480228,124615,6.0,8.1
4027,852218,340614,2.0,22.1
4027,983457,5590,9.0,0.4
4027,1004368,279947,3.0,18.2
4027,1897270,14855,7.0,1.0
4027,2626794,192931,4.0,12.5
4027,3048487,170335,5.0,11.1
4027,3586925,7200,8.0,0.5
5001,460341,134676,2.0,22.1
5001,606046,94690,4.0,15.5
5001,677644,268588,1.0,44.0
5001,705444,112686,3.0,18.5
5003,177546,36623,5.0,12.4
5003,401447,36954,3.0,12.5
5003,454340,36818,4.0,12.5
5003,514440,118378,1.0,40.2
5003,914349,65749,2.0,22.3
5005,26242,188926,2.0,20.5
5005,100843,19592,9.0,2.1
5005,107244,30462,8.0,3.3
5005,311845,106382,4.0,11.5
5005,504713,18788,10.0,2.0
5005,673440,259220,1.0,28.1
5005,687072,102040,5.0,11.1
5005,2596646,38167,7.0,4.1
