STCNTYBR,RSSDID,DEPSUMBR,county_rank,perc_deposits
26109,251558,25491,5.0,12.3
26109,289056,6374,6.0,3.1
26109,451965,63611,1.0,30.8
26109,598048,44496,2.0,21.6
26109,2941068,28768,4.0,13.9
26111,60143,102947,3.0,9.7
26111,67311,21431,8.0,2.0
26111,74140,24405,6.0,2.3
26111,480228,29513,4.0,2.8
26111,542649,671279,1.0,63.5
26111,636771,11196,9.0,1.1
26111,707877,144168,2.0,13.6
26111,723112,28617,5.0,2.7
26111,817824,23882,7.0,2.3
26113,67311,17957,3.0,16.0
26113,542649,69165,1.0,61.6
26113,723112,25079,2.0,22.4
26115,12311,35743,9.0,2.0
26115,67311,41102,7.0,2.3
26115,146672,39957,8.0,2.2
26115,280110,104143,5.0,5.8
26115,364449,896749,1.0,50.3
26115,401148,56394,6.0,3.2
26115,480228,245784,2.0,13.8
26115,723112,173747,3.0,9.7
26115,817824,172999,4.0,9.7
26115,3303298,15701,10.0,0.9
26117,12311,34620,7.0,6.1
26117,74140,99294,2.0,17.5
26117,513340,28767,8.0,5.1
26117,542649,165612,1.0,29.1
26117,636771,47743,5.0,8.4
26117,648345,41944,6.0,7.4
26117,723112,56619,4.0,10.0
26117,852218,8109,9.0,1.4
26117,960841,86291,3.0,15.2
26119,542649,24490,2.0,27.3
26119,745374,9372,3.0,10.4
26119,817824,55845,1.0,62.3
26121,12311,145055,5.0,10.5
26121,60143,219677,3.0,16.0
26121,67311,6041,12.0,0.4
26121,324340,42859,7.0,3.1
26121,480228,14671,11.0,1.1
26121,636771,17036,10.0,1.2
26121,723112,332339,1.0,24.1
26121,817824,323976,2.0,23.5
26121,852218,35759,8.0,2.6
26121,961343,54498,6.0,4.0
26121,1478222,27134,9.0,2.0
26121,2735324,157545,4.0,11.4
26123,12311,45894,3.0,15.6
26123,324340,72924,2.0,24.8
26123,542649,31800,5.0,10.8
26123,636771,89027,1.0,30.3
26123,723112,38850,4.0,13.2
26123,961343,15137,6.0,5.2
26125,12311,2196652,6.0,5.5
26125,60143,5168338,4.0,13.0
26125,67311,1463748,9.0,3.7
26125,132554,55671,26.0,0.1
26125,146672,3952356,5.0,10.0
26125,210434,28082,31.0,0.1
26125,266271,629376,12.0,1.6
26125,280110,69621,24.0,0.2
26125,448040,210204,16.0,0.5
26125,480228,6576141,2.0,16.6
26125,602048,36136,29.0,0.1
26125,636771,164001,17.0,0.4
26125,640170,23138,32.0,0.1
26125,723112,1975577,7.0,5.0
26125,817824,6737153,1.0,17.0
26125,852218,5363672,3.0,13.5
26125,876371,274612,15.0,0.7
26125,962890,42016,28.0,0.1
26125,979375,45968,27.0,0.1
26125,1478222,62019,25.0,0.2
26125,1842065,923972,10.0,2.3
26125,2265456,0,34.5,0.0
26125,2382308,404873,14.0,1.0
26125,2735173,115961,20.0,0.3
26125,2855307,29032,30.0,0.1
26125,3284397,1,33.0,0.0
26125,3301865,88188,21.0,0.2
26125,3303298,1525406,8.0,3.8
26125,3351440,137969,19.0,0.3
26125,3358270,74252,22.0,0.2
26125,3430297,147652,18.0,0.4
26125,3441677,0,34.5,0.0
26125,3482166,71791,23.0,0.2
26125,3545324,632052,11.0,1.6
26125,3612525,421029,13.0,1.1
26127,12311,64515,2.0,26.6
26127,723112,54481,3.0,22.4
26127,832546,33432,4.0,13.8
26127,961343,90307,1.0,37.2
26129,67311,15809,4.0,6.8
26129,542649,35104,3.0,15.2
26129,817824,60003,2.0,25.9
26129,960841,120714,1.0,52.1
26131,240459,44149,2.0,41.5
26131,255350,16794,3.0,15.8
26131,356752,45458,1.0,42.7
26133,11145,39376,3.0,20.7
26133,12311,38195,4.0,20.1
26133,67311,71322,1.0,37.5
26133,542649,41408,2.0,21.8
26135,67311,32093,1.0,53.9
26135,745374,8146,3.0,13.7
26135,960841,19338,2.0,32.5
26137,12311,2928,7.0,0.8
26137,67311,29955,5.0,8.1
26137,132554,60652,4.0,16.5
26137,542649,68181,3.0,18.5
26137,621375,74560,2.0,20.3
26137,723112,122833,1.0,33.4
26137,745374,8553,6.0,2.3
26139,12311,559292,3.0,15.2
26139,60143,85789,11.0,2.3
26139,67311,8511,16.0,0.2
26139,146672,157085,7.0,4.3
26139,324340,37638,13.0,1.0
26139,480228,13764,14.0,0.4
26139,542649,257408,5.0,7.0
26139,715340,137003,9.0,3.7
26139,723112,708882,1.0,19.2
26139,817824,155767,8.0,4.2
26139,852218,256007,6.0,6.9
26139,1478222,111293,10.0,3.0
26139,2608754,53577,12.0,1.5
26139,2634351,670827,2.0,18.2
26139,2721103,458439,4.0,12.4
26139,2735324,12300,15.0,0.3
26141,67311,8857,4.0,7.7
26141,542649,25607,3.0,22.2
26141,753641,48038,1.0,41.6
26141,773742,33017,2.0,28.6
26143,542649,83236,2.0,27.9
26143,621375,33788,3.0,11.3
26143,852218,151337,1.0,50.7
26143,960841,29861,4.0,10.0
26145,67311,402250,1.0,22.4
26145,74140,25946,14.0,1.4
26145,146672,43823,11.0,2.4
26145,480228,171493,4.0,9.5
26145,542649,95162,8.0,5.3
26145,626941,131461,6.0,7.3
26145,636771,133619,5.0,7.4
26145,707877,18498,15.0,1.0
26145,723112,33656,12.0,1.9
26145,735049,49432,9.0,2.7
26145,817824,234262,3.0,13.0
26145,852218,240862,2.0,13.4
26145,960841,44264,10.0,2.5
26145,964344,13644,16.0,0.8
26145,3223305,127528,7.0,7.1
26145,3303298,31974,13.0,1.8
26147,12311,3215,9.0,0.2
26147,480228,230385,4.0,12.0
26147,614340,145155,5.0,7.5
26147,643340,80669,7.0,4.2
26147,695349,43172,8.0,2.2
26147,723112,269041,3.0,14.0
26147,852218,588059,1.0,30.6
26147,3048982,135083,6.0,7.0
26147,3545324,429213,2.0,22.3
26149,12311,1546,11.0,0.2
26149,67311,83627,3.0,13.0
26149,113441,11579,9.0,1.8
26149,146672,51404,5.0,8.0
26149,280110,27568,8.0,4.3
26149,366078,180431,1.0,28.0
26149,480228,11113,10.0,1.7
26149,602972,36930,7.0,5.7
26149,694847,69157,4.0,10.7
26149,723112,49687,6.0,7.7
26149,822042,120886,2.0,18.8
26151,542649,18506,7.0,3.1
26151,618544,131731,2.0,21.8
26151,636771,12617,8.0,2.1
26151,643340,161150,1.0,26.6
26151,695349,96039,3.0,15.9
26151,852218,85435,4.0,14.1
26151,964344,26574,6.0,4.4
26151,3545324,73221,5.0,12.1
26153,132554,107143,1.0,58.2
26153,259956,75805,2.0,41.2
26153,262956,1244,3.0,0.7
26155,12311,1415,8.0,0.2
26155,67311,115929,3.0,17.7
26155,542649,204168,1.0,31.2
26155,626941,4767,7.0,0.7
26155,723112,192883,2.0,29.5
26155,817824,33728,6.0,5.2
26155,852218,39989,5.0,6.1
26155,3303298,60977,4.0,9.3
26157,67311,16516,9.0,3.1
26157,358448,83138,3.0,15.5
26157,542649,122493,1.0,22.8
26157,636771,86980,2.0,16.2
26157,698649,51796,6.0,9.6
26157,817824,54154,5.0,10.1
26157,852218,23686,7.0,4.4
26157,964344,23071,8.0,4.3
26157,2958972,76269,4.0,14.2
26159,16944,34570,5.0,5.1
26159,146672,12711,11.0,1.9
26159,366078,27571,7.0,4.0
26159,480228,25396,8.0,3.7
26159,542649,202078,1.0,29.6
26159,633677,15296,10.0,2.2
26159,644141,20112,9.0,2.9
26159,654047,45591,4.0,6.7
26159,723112,172953,2.0,25.3
26159,817824,94869,3.0,13.9
26159,2597698,31413,6.0,4.6
26161,12311,43684,17.0,0.6
26161,60143,657633,6.0,9.5
26161,67311,149397,14.0,2.2
26161,137652,96129,15.0,1.4
26161,146672,280677,10.0,4.1
26161,266271,847217,2.0,12.2
26161,280110,800110,3.0,11.5
26161,401148,332472,7.0,4.8
26161,480228,290713,9.0,4.2
26161,640170,4755,19.0,0.1
26161,711548,216346,11.0,3.1
26161,723112,308059,8.0,4.4
26161,772446,516,20.0,0.0
26161,817824,710735,4.0,10.3
26161,852218,1067644,1.0,15.4
26161,1478222,206178,12.0,3.0
26161,2390929,703493,5.0,10.2
26161,2855307,13600,18.0,0.2
26161,3303298,44003,16.0,0.6
26161,3825080,155670,13.0,2.2
26163,12311,467402,8.0,1.1
26163,60143,13290450,2.0,32.1
26163,67311,87579,15.0,0.2
26163,146672,798994,7.0,1.9
26163,210434,180614,11.0,0.4
26163,254849,157018,12.0,0.4
26163,266271,310085,9.0,0.7
26163,280110,42013,18.0,0.1
26163,283438,33079,21.0,0.1
26163,364449,144454,13.0,0.3
26163,398668,0,27.0,0.0
26163,480228,2624655,3.0,6.3
26163,636771,40534,19.0,0.1
26163,640170,28323,22.0,0.1
26163,651448,520,26.0,0.0
26163,723112,816807,6.0,2.0
26163,817824,1963687,4.0,4.7
26163,852218,18068433,1.0,43.6
26163,876371,68653,17.0,0.2
26163,1005075,194530,10.0,0.5
26163,1478222,12720,23.0,0.0
26163,2390929,78559,16.0,0.2
26163,2860459,1957,25.0,0.0
26163,3303298,1860696,5.0,4.5
26163,3545324,108486,14.0,0.3
26163,3612525,33182,20.0,0.1
26163,4184186,7735,24.0,0.0
26165,12311,3744,7.0,1.0
26165,67311,131259,1.0,34.9
26165,542649,53523,4.0,14.2
26165,621375,44146,5.0,11.7
26165,723112,74773,2.0,19.9
26165,815147,14263,6.0,3.8
26165,960841,54767,3.0,14.5
27001,267652,54348,1.0,32.4
27001,275750,46905,2.0,28.0
27001,705556,18400,4.0,11.0
27001,788652,9301,5.0,5.5
27001,918356,38837,3.0,23.1
27003,33259,7063,23.0,0.2
27003,61355,26148,16.0,0.8
27003,75053,31597,13.0,1.0
27003,75633,14725,20.0,0.5
27003,144155,3610,24.0,0.1
27003,151751,26007,17.0,0.8
27003,266271,538389,3.0,17.0
27003,340256,239331,4.0,7.6
27003,451965,919961,1.0,29.1
27003,504713,597378,2.0,18.9
27003,640170,14274,21.0,0.5
27003,689357,121800,6.0,3.9
27003,729057,11359,22.0,0.4
27003,804963,44303,12.0,1.4
27003,863746,17455,18.0,0.6
27003,900454,57250,10.0,1.8
27003,907257,31546,14.0,1.0
27003,970055,69238,8.0,2.2
27003,1189041,73564,7.0,2.3
27003,2010722,153890,5.0,4.9
27003,2749059,16132,19.0,0.5
27003,2900092,66912,9.0,2.1
27003,3195064,47804,11.0,1.5
27003,3314043,29910,15.0,0.9
27005,168357,36897,5.0,5.6
27005,306159,29787,7.0,4.5
27005,451965,84662,3.0,12.8
27005,806958,142497,2.0,21.5
27005,847157,25224,9.0,3.8
27005,861658,30092,6.0,4.5
27005,912756,28693,8.0,4.3
27005,929352,64335,4.0,9.7
27005,2516327,220065,1.0,33.2
27007,225157,2393,9.0,0.3
27007,314257,32375,5.0,3.9
27007,363657,454776,1.0,55.3
27007,364850,15312,7.0,1.9
27007,392255,504,10.0,0.1
27007,451965,105109,2.0,12.8
27007,685779,88338,4.0,10.7
27007,812557,14785,8.0,1.8
27007,947655,15585,6.0,1.9
27007,950758,92662,3.0,11.3
27009,451965,66668,1.0,20.3
27009,504713,16973,6.0,5.2
27009,728957,31386,5.0,9.6
27009,751656,57477,4.0,17.5
27009,761459,11743,8.0,3.6
27009,824550,58539,3.0,17.8
27009,924357,13855,7.0,4.2
27009,2729604,8095,9.0,2.5
27009,3184228,63382,2.0,19.3
27011,308256,32685,3.0,16.0
27011,341851,56829,2.0,27.8
27011,699552,72772,1.0,35.6
27011,715050,18996,5.0,9.3
27011,761851,22924,4.0,11.2
27013,89854,96435,5.0,6.8
27013,197759,67448,8.0,4.8
27013,224655,23725,13.0,1.7
27013,266271,77279,6.0,5.5
27013,430670,45290,9.0,3.2
27013,451965,371086,1.0,26.2
27013,504713,202831,2.0,14.3
27013,712059,42804,10.0,3.0
27013,751254,16599,15.0,1.2
27013,751656,0,17.0,0.0
27013,822976,39898,11.0,2.8
27013,835257,173819,3.0,12.3
27013,854753,71865,7.0,5.1
27013,920854,114558,4.0,8.1
27013,957551,19819,14.0,1.4
27013,962890,38436,12.0,2.7
27013,2729604,15960,16.0,1.1
27015,45551,30315,8.0,4.5
27015,166652,134168,2.0,19.9
27015,201254,38328,5.0,5.7
27015,451965,26982,9.0,4.0
27015,712059,33655,7.0,5.0
27015,751656,74612,3.0,11.1
27015,770451,59609,4.0,8.8
27015,826956,16347,11.0,2.4
27015,861658,36186,6.0,5.4
27015,874050,203693,1.0,30.2
27015,944355,20278,10.0,3.0
27017,16551,26533,5.0,10.9
27017,316354,11061,7.0,4.5
27017,451965,56585,2.0,23.3
27017,504713,34124,3.0,14.0
27017,706058,62144,1.0,25.5
27017,751656,30251,4.0,12.4
27017,914853,14451,6.0,5.9
27017,980951,8200,8.0,3.4
27019,3971,42203,9.0,2.5
27019,75053,13347,14.0,0.8
27019,75633,25489,11.0,1.5
27019,80552,20441,12.0,1.2
27019,190554,164678,2.0,9.9
27019,201254,26993,10.0,1.6
27019,266271,55956,7.0,3.4
27019,279954,15008,13.0,0.9
27019,303550,732962,1.0,44.2
27019,451965,149892,3.0,9.0
27019,504713,145884,4.0,8.8
27019,800657,53928,8.0,3.2
27019,804963,11552,15.0,0.7
27019,875655,72524,6.0,4.4
27019,1001059,0,16.0,0.0
27019,2855156,129259,5.0,7.8
27021,278751,28490,3.0,6.5
27021,306159,10109,6.0,2.3
27021,504713,15223,5.0,3.5
27021,729057,59071,2.0,13.5
27021,805755,299127,1.0,68.4
27021,812557,25329,4.0,5.8
27023,279954,192664,1.0,45.8
27023,303550,98202,3.0,23.3
27023,699552,121276,2.0,28.8
27023,960551,8602,4.0,2.0
27025,141556,11811,9.0,2.5
27025,222156,121979,1.0,25.7
27025,284752,7006,10.0,1.5
27025,504713,27756,6.0,5.8
27025,705556,20759,7.0,4.4
27025,854052,41680,5.0,8.8
27025,917742,50236,4.0,10.6
27025,987053,93610,2.0,19.7
27025,990053,13852,8.0,2.9
27025,1189041,86178,3.0,18.1
27027,207555,101082,3.0,10.0
27027,236153,696,11.0,0.1
27027,451965,310273,2.0,30.7
27027,504713,21673,8.0,2.1
27027,637170,20321,9.0,2.0
27027,657271,50468,5.0,5.0
27027,806958,43301,6.0,4.3
27027,912756,4958,10.0,0.5
27027,929352,332448,1.0,32.9
27027,1008955,84979,4.0,8.4
27027,2516327,39338,7.0,3.9
27029,75455,31639,3.0,21.6
27029,392255,52587,1.0,35.9
27029,403357,36287,2.0,24.8
27029,685779,25958,4.0,17.7
27031,267652,16458,2.0,18.9
27031,945950,70468,1.0,81.1
27033,45551,126353,1.0,43.0
27033,712059,79922,2.0,27.2
27033,804963,52718,3.0,17.9
27033,861658,13300,5.0,4.5
27033,1014255,21747,4.0,7.4
27035,267652,7499,14.0,0.7
27035,275750,224787,1.0,20.8
27035,306159,78651,6.0,7.3
27035,314257,151689,2.0,14.0
27035,416973,46777,9.0,4.3
27035,451965,140162,3.0,13.0
27035,504713,63812,7.0,5.9
27035,685779,19961,12.0,1.8
27035,705556,8806,13.0,0.8
27035,729057,20267,11.0,1.9
27035,751656,57100,8.0,5.3
27035,854052,39493,10.0,3.7
27035,1898419,100389,5.0,9.3
27035,3580334,121116,4.0,11.2
27037,3971,65999,14.0,1.2
27037,34153,101601,10.0,1.9
27037,75633,64186,15.0,1.2
27037,144155,35423,24.0,0.7
27037,152253,144329,9.0,2.7
27037,165758,40805,21.0,0.8
27037,208057,439031,5.0,8.2
27037,266271,546395,3.0,10.2
27037,451965,1227182,1.0,22.8
27037,504713,684920,2.0,12.7
27037,572374,60037,16.0,1.1
27037,640170,17566,30.0,0.3
27037,709358,12463,31.0,0.2
27037,760957,56744,18.0,1.1
27037,779351,166423,8.0,3.1
27037,790851,74062,13.0,1.4
27037,796572,20412,29.0,0.4
27037,800657,330660,6.0,6.1
27037,804963,10333,32.0,0.2
27037,822976,0,35.0,0.0
27037,836852,31414,25.0,0.6
27037,874050,23013,28.0,0.4
27037,900454,521662,4.0,9.7
27037,909756,5272,34.0,0.1
27037,917742,215453,7.0,4.0
27037,936583,38709,23.0,0.7
27037,944355,24053,27.0,0.4
27037,1189041,55673,19.0,1.0
27037,1481745,29694,26.0,0.6
27037,2514837,57942,17.0,1.1
27037,2610784,39098,22.0,0.7
27037,2631846,8010,33.0,0.1
27037,3049699,88272,12.0,1.6
27037,3223417,93518,11.0,1.7
27037,3253834,48716,20.0,0.9
27039,82659,78883,1.0,29.9
27039,310754,16363,6.0,6.2
27039,315852,36930,4.0,14.0
27039,451965,47735,3.0,18.1
27039,777254,28530,5.0,10.8
27039,953357,55517,2.0,21.0
27041,58757,43709,9.0,4.6
27041,156457,10853,13.0,1.2
27041,268556,267894,1.0,28.5
27041,306159,15049,11.0,1.6
27041,451965,120190,2.0,12.8
27041,484776,113053,3.0,12.0
27041,504713,53180,7.0,5.7
27041,657271,9223,14.0,1.0
27041,726458,54119,6.0,5.8
27041,861658,14634,12.0,1.6
27041,929352,67407,5.0,7.2
27041,975854,46522,8.0,4.9
27041,3037874,41288,10.0,4.4
27041,3580334,84049,4.0,8.9
27043,147857,152345,1.0,30.8
27043,166652,10437,13.0,2.1
27043,192651,24684,6.0,5.0
27043,379050,14545,11.0,2.9
27043,451965,30543,5.0,6.2
27043,751656,13568,12.0,2.7
27043,776752,20056,9.0,4.1
27043,822976,101444,2.0,20.5
27043,825847,23430,7.0,4.7
27043,840354,32199,4.0,6.5
27043,920854,20565,8.0,4.2
27043,943853,33265,3.0,6.7
27043,1015458,17122,10.0,3.5
27045,22552,70664,1.0,15.3
27045,60554,20931,10.0,4.5
27045,91651,35465,7.0,7.7
27045,171759,60206,3.0,13.1
27045,309851,60270,2.0,13.1
27045,796572,50248,4.0,10.9
27045,804963,22157,9.0,4.8
27045,884657,45633,6.0,9.9
27045,917742,48837,5.0,10.6
27045,943152,30659,8.0,6.7
27045,944355,15746,11.0,3.4
27047,24659,36401,9.0,6.2
27047,34153,52669,6.0,9.0
27047,49054,9717,11.0,1.7
27047,295057,79900,3.0,13.6
27047,372257,23907,10.0,4.1
27047,451965,74682,4.0,12.7
27047,504713,86028,1.0,14.7
27047,796572,60599,5.0,10.3
27047,822976,38490,8.0,6.6
27047,1001451,39127,7.0,6.7
27047,1007752,85305,2.0,14.5
27049,91259,38110,9.0,1.5
27049,166652,15757,13.0,0.6
27049,211851,57724,6.0,2.3
27049,217059,139554,2.0,5.6
27049,451965,1698621,1.0,68.1
27049,729459,55296,7.0,2.2
27049,777254,16173,12.0,0.6
27049,779351,118546,4.0,4.8
27049,813853,22740,10.0,0.9
27049,818559,21938,11.0,0.9
27049,821559,2634,15.0,0.1
27049,903455,112825,5.0,4.5
27049,917742,133832,3.0,5.4
27049,962890,15161,14.0,0.6
27049,984454,43851,8.0,1.8
27051,84055,25745,5.0,15.2
27051,299251,32006,2.0,18.8
27051,715050,22210,6.0,13.1
27051,804963,32416,1.0,19.1
27051,981453,26274,4.0,15.5
27051,1000959,31146,3.0,18.3
27053,3971,36872,52.0,0.0
27053,9357,300840,9.0,0.3
27053,30650,91535,33.0,0.1
27053,33259,62889,41.0,0.1
27053,34153,4987,71.0,0.0
27053,49054,119571,26.0,0.1
27053,75053,93215,31.0,0.1
27053,75633,2932724,3.0,2.6
27053,83151,82314,37.0,0.1
27053,151751,36839,53.0,0.0
27053,157650,26226,57.0,0.0
27053,201254,47521,46.0,0.0
27053,210434,29802,54.0,0.0
27053,266271,2620990,4.0,2.3
27053,286457,3431,72.0,0.0
27053,303550,109909,29.0,0.1
27053,310754,24050,59.0,0.0
27053,316840,37797,50.0,0.0
27053,340256,85117,36.0,0.1
27053,430670,181374,18.0,0.2
27053,451965,78757283,1.0,68.8
27053,480228,79975,38.0,0.1
27053,504713,21492060,2.0,18.8
27053,572374,118509,27.0,0.1
27053,640170,14527,65.0,0.0
27053,687951,29366,55.0,0.0
27053,689357,153727,22.0,0.1
27053,689759,69135,39.0,0.1
27053,691556,176348,20.0,0.2
27053,715050,10206,68.0,0.0
27053,715751,60643,42.0,0.1
27053,719955,221024,14.0,0.2
27053,764058,188422,17.0,0.2
27053,787459,45719,47.0,0.0
27053,790851,53959,44.0,0.0
27053,800657,1187884,5.0,1.0
27053,804963,274936,11.0,0.2
27053,825753,238036,13.0,0.2
27053,829256,37761,51.0,0.0
27053,843177,11111,67.0,0.0
27053,854052,17118,63.0,0.0
27053,860053,105646,30.0,0.1
27053,900454,282492,10.0,0.2
27053,917742,610758,6.0,0.5
27053,929352,24108,58.0,0.0
27053,930358,584202,7.0,0.5
27053,933256,147796,23.0,0.1
27053,936583,88039,35.0,0.1
27053,944355,5235,70.0,0.0
27053,962890,7069,69.0,0.0
27053,970055,19876,60.0,0.0
27053,980951,14849,64.0,0.0
27053,989851,59244,43.0,0.1
27053,1001059,0,76.0,0.0
27053,1006157,90274,34.0,0.1
27053,1017957,12815,66.0,0.0
27053,1189041,155532,21.0,0.1
27053,1481745,44519,48.0,0.0
27053,2265456,0,76.0,0.0
27053,2358769,18621,62.0,0.0
27053,2361901,117394,28.0,0.1
27053,2631846,39581,49.0,0.0
27053,2860271,178145,19.0,0.2
27053,2897400,132715,25.0,0.1
27053,3049699,249509,12.0,0.2
27053,3133570,19669,61.0,0.0
27053,3151417,50038,45.0,0.0
27053,3207921,197844,16.0,0.2
27053,3229642,64911,40.0,0.1
27053,3284397,30,74.0,0.0
27053,3344321,211130,15.0,0.2
27053,3357077,28879,56.0,0.0
27053,3378773,446685,8.0,0.4
27053,3393824,92486,32.0,0.1
27053,3441677,0,76.0,0.0
27053,3470239,500,73.0,0.0
27053,3686928,145246,24.0,0.1
27055,40855,72715,2.0,22.3
27055,315852,36516,4.0,11.2
27055,779351,136729,1.0,41.9
27055,796572,21018,5.0,6.4
27055,804963,42151,3.0,12.9
27055,884657,5066,7.0,1.6
27055,2631172,12122,6.0,3.7
27057,169952,83715,2.0,22.8
27057,284752,72017,3.0,19.6
27057,805755,17929,4.0,4.9
27057,877752,193331,1.0,52.7
27059,151751,109820,1.0,34.2
27059,338851,58393,3.0,18.2
27059,451965,60946,2.0,19.0
27059,751656,35458,5.0,11.0
27059,907257,43665,4.0,13.6
27059,2900092,12934,6.0,4.0
27061,16551,26346,8.0,3.5
27061,311658,70656,4.0,9.5
27061,314257,12951,9.0,1.7
27061,364850,38728,6.0,5.2
27061,451965,141732,3.0,19.0
27061,504713,29203,7.0,3.9
27061,716655,190203,2.0,25.5
27061,788652,44800,5.0,6.0
27061,1003558,190652,1.0,25.6
27063,45551,79467,1.0,27.0
27063,258874,10334,9.0,3.5
27063,291376,25733,6.0,8.8
27063,388753,29833,5.0,10.2
27063,712059,47275,2.0,16.1
27063,783956,15998,8.0,5.4
27063,804963,33005,3.0,11.2
27063,944355,21979,7.0,7.5
27063,1010051,30234,4.0,10.3
27065,705556,87437,2.0,39.8
27065,705958,132358,1.0,60.2
27067,28152,39317,11.0,3.9
27067,164153,84628,3.0,8.5
27067,224655,218165,1.0,21.9
27067,273653,50607,9.0,5.1
27067,279954,42704,10.0,4.3
27067,393850,28002,12.0,2.8
27067,451965,74923,4.0,7.5
27067,504713,56839,8.0,5.7
27067,712059,60006,6.0,6.0
27067,787459,58231,7.0,5.8
27067,842853,22839,13.0,2.3
27067,901358,193718,2.0,19.5
27067,983550,65524,5.0,6.6
27069,637170,35175,2.0,27.0
27069,803957,10110,4.0,7.7
27069,909756,28122,3.0,21.6
27069,922559,57085,1.0,43.7
27071,314257,17682,4.0,10.2
27071,451965,35408,2.0,20.4
27071,952453,86180,1.0,49.6
27071,977951,34429,3.0,19.8
27073,2554,12284,5.0,7.7
27073,272058,33790,4.0,21.0
27073,303550,39090,2.0,24.4
27073,699552,35867,3.0,22.3
27073,712059,39494,1.0,24.6
27075,451965,39010,2.0,30.5
27075,834755,89091,1.0,69.5
27077,451965,57973,1.0,50.7
27077,685779,15928,3.0,13.9
27077,977951,40383,2.0,35.3
27079,13251,37715,8.0,7.8
27079,91259,54231,5.0,11.3
27079,751656,84703,2.0,17.6
27079,788773,38621,7.0,8.0
27079,873950,96333,1.0,20.0
27079,914853,55912,4.0,11.6
27079,986159,43877,6.0,9.1
27079,986551,70087,3.0,14.6
27081,207957,17433,4.0,19.5
27081,339353,26896,1.0,30.1
27081,804963,26780,2.0,30.0
27081,949453,18217,3.0,20.4
27083,205458,65768,7.0,8.1
27083,224655,144264,3.0,17.9
27083,302656,91949,4.0,11.4
27083,343257,26467,8.0,3.3
27083,451965,152793,1.0,18.9
27083,504713,7911,10.0,1.0
27083,761851,146160,2.0,18.1
27083,772558,70784,6.0,8.8
27083,804963,88785,5.0,11.0
27083,843177,12915,9.0,1.6
27085,3971,113984,3.0,14.3
27085,56258,171204,2.0,21.5
27085,75053,100636,5.0,12.6
27085,451965,102887,4.0,12.9
27085,983550,16668,7.0,2.1
27085,1001059,243276,1.0,30.5
27085,1017555,48456,6.0,6.1
27087,93758,64287,1.0,59.6
27087,806958,43663,2.0,40.4
27089,21359,22179,7.0,8.9
27089,637170,6674,8.0,2.7
27089,720157,23706,6.0,9.5
27089,751656,42919,2.0,17.1
27089,803957,27960,4.0,11.2
27089,922559,29406,3.0,11.7
27089,977951,23961,5.0,9.6
27089,995450,73462,1.0,29.4
27091,45551,116168,2.0,17.8
27091,215653,20824,10.0,3.2
27091,401951,11654,11.0,1.8
27091,504713,36953,6.0,5.7
27091,723158,83178,3.0,12.8
27091,803256,24592,7.0,3.8
27091,803658,51492,4.0,7.9
27091,822976,22132,9.0,3.4
27091,845452,22421,8.0,3.4
27091,865450,217208,1.0,33.3
27091,1470150,45340,5.0,7.0
27093,3971,23185,7.0,6.0
27093,79257,18958,8.0,4.9
27093,344852,33052,4.0,8.6
27093,411053,26246,5.0,6.8
27093,451965,89137,2.0,23.1
27093,899156,34649,3.0,9.0
27093,983550,23708,6.0,6.1
27093,1017957,137223,1.0,35.5
27095,151751,31022,4.0,9.0
27095,198251,14025,6.0,4.1
27095,504713,16816,5.0,4.9
27095,800657,98342,2.0,28.5
27095,924357,136374,1.0,39.5
27095,980951,48414,3.0,14.0
27097,172251,29920,6.0,5.6
27097,208459,80813,3.0,15.2
27097,236153,10986,9.0,2.1
27097,504713,52557,5.0,9.9
27097,728957,120454,2.0,22.6
27097,761459,135897,1.0,25.5
27097,804963,54116,4.0,10.2
27097,833851,19176,8.0,3.6
27097,854052,28219,7.0,5.3
27099,41759,49373,7.0,7.7
27099,60554,38652,8.0,6.1
27099,77150,28776,10.0,4.5
27099,144155,50909,6.0,8.0
27099,276654,66615,4.0,10.5
27099,328656,68681,3.0,10.8
27099,334657,11383,11.0,1.8
27099,451965,84340,2.0,13.2
27099,504713,141125,1.0,22.1
27099,796572,52700,5.0,8.3
27099,944355,8051,12.0,1.3
27099,2577243,36823,9.0,5.8
27101,112556,34417,4.0,12.9
27101,343958,51839,3.0,19.4
27101,772558,100616,1.0,37.6
27101,944355,80623,2.0,30.1
27103,166652,38067,4.0,7.9
27103,197759,80577,3.0,16.7
27103,451965,36374,5.0,7.5
27103,751254,36234,6.0,7.5
27103,751656,94018,2.0,19.5
27103,768252,140425,1.0,29.1
27103,788773,20944,8.0,4.3
27103,822976,10101,9.0,2.1
27103,874050,25250,7.0,5.2
27105,85258,44284,6.0,8.3
27105,258874,46679,5.0,8.7
27105,293352,36568,7.0,6.8
27105,451965,95435,2.0,17.8
27105,712059,74484,3.0,13.9
27105,804963,53200,4.0,9.9
27105,823656,129133,1.0,24.1
27105,882242,19843,9.0,3.7
27105,916259,35695,8.0,6.7
27107,93758,13575,4.0,9.0
27107,207555,9943,7.0,6.6
27107,637170,13438,5.0,9.0
27107,751656,41608,1.0,27.7
27107,804963,23355,3.0,15.6
27107,999355,10000,6.0,6.7
27107,1005655,38142,2.0,25.4
27109,77150,5878,15.0,0.2
27109,109154,46484,10.0,1.3
27109,144155,127394,6.0,3.7
27109,171759,21086,13.0,0.6
