NAME,DEPDOM,FED_RSSD,FEDCHRTR
The Bright National Bank,,457145,1
Bank 1st,"106,683",142049,0
Commercial State Bank,"67,970",479754,0
Cross County Bank,"161,016",989347,0
"Commerce Bank of St. Charles County, National Association",,407953,1
Heritage Bank,,1009439,0
Roodhouse National Bank,,361345,1
The Home State Bank,,606550,0
Peterman State Bank,,524533,0
The Trust Bank,"28,244",894834,0
Farmers State Bank,,161442,0
Frostburg National Bank,,957627,1
The Herndon National Bank,,53015,1
Columbus National Bank of Rhode Island,,743008,1
Ohio Valley Financial Group,"201,227",618740,0
"Norwest Bank, Texas, Big Spring, National Association",,34256,1
The First National Bank of Rembrandt,"44,929",590145,1
Kentland Bank,"247,870",367543,0
"UMB Bank, North Central",,578648,0
Boatmen's Bank of Jefferson County,,516350,0
The Enosburg Falls National Bank,,271006,1
"Wells Fargo Bank Indiana, National Association",,417448,1
The Fifth Third Bank of Southeastern Indiana,,626044,0
The Huntington National Bank of Port Clinton,,124326,1
"Bank IV Garden City, National Association",,848659,1
First National Bank in Fairfield,"116,210",616148,1
Mercantile Bank of Washington County,,234159,0
Old Kent Bank - East,,690643,0
Bank of Parsons,,480750,0
Farmers State Bank,,382751,0
The First National Bank in Frackville,,90113,1
Tri-Valley National Bank,,219213,1
Downstate National Bank,,138341,1
The National Bank of Eaton Rapids,,353041,1
"Progressive Bank, National Association-Bellaire",,239510,1
First State Bank Nebraska,"317,723",499453,0
The Blanchard State Bank,,688846,0
Firstbank - Lakeview,,171348,0
"Bank One, Fremont, National Association",,492016,1
CNB Bank,"1,552,977",399517,0
"PeoplesBank, a Codorus Valley Company","923,977",556815,0
Rose Hill Bank,"206,077",190451,0
The Columbus State Bank,,970653,0
The Farmers State Bank,"78,031",801056,0
Farmers Savings Bank,,794747,0
Farmers Savings Bank,,651840,0
Farmers and Merchants Bank,"101,589",446130,0
The Hepler State Bank,,811251,0
Spalding City Bank,,534055,0
Sandhills State Bank,"107,866",987259,0
Commercial National Bank of Little Rock,,52643,1
First National Bank in Clatskanie,,21368,1
Community Bank & Trust National Association of Randolph County,,483724,1
Farmers State Bank,"164,114",757452,0
Chester Bank,,889308,0
Kansas State Bank and Trust Company,,83058,0
Bank of Monroe,,39055,0
Farmers State Bank of Medora,"17,669",295646,0
Sun First National Bank of Orlando,,613932,1
Packers Bank,,719450,0
First Texoma National Bank,"135,669",388155,1
"Castle Bank, National Association",,779539,1
Ventura State Bank,,554642,0
Hawkeye Bank & Trust,,909747,0
Donahue Savings Bank,,670346,0
The Pleasant Hill Bank,"65,421",899754,0
Community Bank of Greater Peoria,,581732,0
"Steel Valley Bank, National Association",,875619,1
"SouthTrust Bank, N.A.","260,387",521158,1
The City National Bank of Plainview,,12366,1
Webster County National Bank,,853336,1
The First State Bank of Gowrie,,445544,0
Farmers Bank of Clatonia,,478551,0
The Talmage State Bank,,359258,0
"The State Bank of Canton, Canton, Kansas","28,981",858153,0
The Durham State Bank,,914750,0
CB North,,810843,0
Independent Bank - South Michigan,,405744,0
State Bank of Schaller,"29,330",534242,0
Mercantile Bank of the Bluffs,,776444,0
Gibson Savings Bank,,535548,0
Benton State Bank,,920742,0
"First of America Bank - Ludington, National Association",,414344,1
First National Bank & Trust Company in Aurora,,400954,1
The Overland National Bank of Grand Island,,556954,1
First Bank & Trust Company,"121,701",640956,0
Alamosa State Bank,"169,135",869953,0
"Citizens Bank of Keedysville, Washington County, Maryland",,670720,0
Community Bank of Louisiana,"289,449",974754,0
Florida Coast Bank,,40930,0
Iowa State Bank,"326,518",982348,0
First American Bank,,744041,0
McKenzie Banking Company,"103,530",480853,0
Chetopa State Bank & Trust Co.,"25,816",925859,0
KansasLand Bank,"44,821",422059,0
CBW Bank,"10,997",71859,0
The Bank of Houston,"38,589",848453,0
Boatmen's Bank of Vandalia,,306551,0
Bank of Hartington,"55,637",7456,0
"Bank One, Boulder, National Association",,890555,1
State Bank of Eastern Pennsylvania,,381615,0
Tower City National Bank,,14119,1
Boatmen's National Bank of Coles County,,518233,1
The National Bank of Oxford,,171610,1
"Texas American Bank/Breckenridge, National Association",,173258,1
Michigan National Bank - Central,,725545,1
Michigan National Bank,,519940,1
Tanners National Bank in Woburn,,716105,1
The Granville National Bank,"48,557",560830,1
Hancock County Bank & Trust,,565040,0
Colorado National Bank,"59,266",403254,1
Valley State Bank,,532145,0
Palo Savings Bank,"28,123",90047,0
Village Bank and Trust Company,,877042,0
Peoples State Bank,"25,780",505242,0
Peoples Bank of Western Pennsylvania,,954729,0
First Community National Bank,,670645,1
The Nodaway Valley National Bank of Villisca,,198242,1
The Farmers and Merchants State Bank,"22,481",425050,0
FMB-Reed City Bank,,598440,0
Mercantile Bank of Cape Girardeau,,906456,0
Chelsea State Bank,"212,451",711548,0
Affiliated National Bank - Englewood,,162355,1
Hartwick State Bank,"24,445",913641,0
Middletown Valley Bank,"137,928",41825,0
Severy State Bank,,600950,0
Economy Bank of Ambridge,,307521,0
First Community Bank,,735852,0
"Farmers and Merchants Bank of Mound City, Kansas","31,003",274052,0
Wells Bank of Platte City,"86,645",646556,0
Scribner Bank,"58,450",711753,0
Home Savings Bank,,279244,0
First Guaranty Bank,"1,251,119",422433,0
First Liberty Bank,"199,310",898850,0
Citizens State Bank,,932857,0
Bank of Paragould,,2717151,0
Roseland State Bank,,675556,0
Erin Bank & Trust Company,,646239,0
The Missouri Bank,"168,278",309150,0
The National Bank of Walton County,,802736,1
"P N C Bank, Indiana, Inc.",,242743,0
The Coronado Bank of Lyons,,135050,0
Belmont National Bank,,101327,1
First National Bank of Westmoreland,,161022,1
"Bank One, West Virginia, Philippi, National Association",,1013539,1
Boatmen's National Bank of Pine Bluff,,46642,1
The City National Bank of Shenandoah,"67,099",305648,1
Montana Bank of Sidney,,443054,0
Farmers and Merchants Bank of St. Clair,"138,196",266851,0
Petersburg State Bank,"29,604",733559,0
State Bank of Burnettsville,"38,465",225241,0
First National Bank in Viroqua,,132442,1
The First National Bank and Trust Company of Baraboo,,23344,1
Pinnacle Bank,"483,817",366238,0
Pinnacle Bank,,337452,0
Pinnacle State Bank,,596026,0
Wellman Savings Bank,,438649,0
State Bank of Scotia,"23,779",926650,0
First National Bank of Waupaca,,817543,1
"Valley Bank, South Central (National Association)",,134549,1
Nevada National Bank,,230647,1
Hillsdale County National Bank,"385,956",682143,1
"UMB Bank, Warsaw, National Association",,381259,1
Sylvania Bank,,492623,0
Blackhawk  Bank,"519,540",27548,0
GNB Bank,"263,260",724744,0
Bison State Bank,"9,058",354,0
Hillsboro State Bank,"15,751",592859,0
Port Byron State Bank,"74,077",747846,0
The Security National Bank of Amboy,,388351,1
The Falun State Bank,,921253,0
The First National Bank in Falfurrias,"58,850",442655,1
Generations Bank,"25,486",1016558,0
First National Bank in Newton,,469540,1
"Fifth Third Bank, Kentucky, Inc.",,499613,0
"Ameritrust Bank, Johnson County",,515849,0
The Farmers Bank,"79,712",525446,0
Bank of Clearwater,,159131,0
The Cass City State Bank,,619046,0
Andrews Bank & Trust Company,,787422,0
The Strawn State Bank,,542957,0
McCune State Bank,,139254,0
The Peoples State Bank,"171,626",454546,0
The First State Bank & Trust Company,,520450,0
The Hudson State Bank,,753258,0
NBO National Bank,,280213,1
First Georgia Bank,,426338,0
Fidelity Deposit Bank of Derry,,313522,0
KeyBank National Association,,28303,1
Marble Bank,,462000,0
Rutland Savings Bank,,524207,0
Passumpsic Savings Bank,"468,077",300009,0
Wells River Savings Bank,"141,176",303701,0
Northfield Savings Bank,"525,393",520003,0
Barre Trust Company,,239707,0
Granite Savings Bank and Trust Company,,247805,0
Bellows Falls Trust Company,,251709,0
"First Vermont Bank ,  National Association",,1007903,1
Chittenden Trust Company,,40305,1
Hardwick Trust Company,,452908,0
Lamoille County Bank,,514002,0
Sterling Trust Company,,575704,0
LyndonBank,,331106,0
Union Bank,"508,907",333203,0
Northfield Trust Company,,284903,0
"Franklin Lamoille Bank, National Association",,181404,1
Peoples Trust Company of St. Albans,"210,643",463605,0
Citizens Savings Bank and Trust Company,,296102,0
Bank of Waterbury,,406107,0
First Twin-State Bank,,467809,0
United Missouri Bank of Kirkwood,,921057,0
The First National Bank in Tucumcari,,382957,1
Silex Banking Company,"58,820",552956,0
The Farmers Savings Bank,,990446,0
Mineola State Bank,,1011647,0
1st Source Bank of Starke County,,532949,0
Citizens National Bank in Windber,,662725,1
Security National Bank of Superior,,536152,1
Marion Bank and Trust Company,"220,282",449832,0
"First State Bank and Trust Company, Inc.","258,975",489548,0
Peoples National Bank in Lakewood,,13019,1
Deposit Guaranty National Bank of Louisiana,,553337,1
"First of America Bank - Holland, National Association",,752448,1
Polk County Bank,,106546,0
Farmers Trust and Savings Bank,"184,388",825847,0
Goodland State Bank,,591049,0
MidWestOne Bank,,66846,0
FSB Bank,,214245,0
The Bank of Harlan,"103,336",146618,0
The National Bank of Palisades Park,,781608,1
Arcadia Valley Bank,,805148,0
State Bank of Seneca,,308452,0
Oran State Bank,,47359,0
The Exchange State Bank,,640657,0
Lincoln Savings Bank,"491,752",589943,0
Security Savings Bank,"101,345",616540,0
Farmers State Bank,"521,712",1006148,0
First Bulloch Bank & Trust Company,,551632,0
"Norwest Bank Texas, Canyon, National Association",,1007855,1
First Security State Bank of Southeast Missouri,,370646,0
National Bank of the Commonwealth,,42420,1
Security Financial Bank,"197,360",450959,0
Boatmen's National Bank of South Arkansas,,502148,1
First National Bank at Marianna,,911740,1
The Home National Bank of Thorntown,"94,288",696645,1
Pinnacle Bank,,866550,0
"SouthTrust Bank of Marshall County, National Association",,175038,1
Hartford-Carlisle Savings Bank,,827944,0
Malvern Trust & Savings Bank,"67,647",756343,0
First Security Bank,,738451,0
Assaria State Bank,,609159,0
The State Bank of Lapel,,115548,0
Northway Bank,"696,998",30502,0
First American Bank & Trust of Baytown,,19655,0
UniBank,,340425,0
"Banterra Bank, National Association",,263645,1
"Pinnacle Bank, National Association",,523750,1
The Bank of Bonifay,,337733,0
United Bank and Trust Company,"125,239",116741,0
New London State Bank,,239547,0
Farmers Savings Bank,,245548,0
Cromwell State Savings Bank,,808046,0
FIDELITY BANK,"47,211",193247,0
The Citizens Savings Bank,,911544,0
MFC First National Bank,,253253,1
"First Interstate Bank of Riverton, National Association",,88754,1
First Bank,,277950,0
The Huntington Lagonda National Bank of Springfield,,504928,1
Eastern Shore National Bank,,548726,1
Walters Bank and Trust Company,"43,068",536853,0
The Citizens Bank of Windsor,,222950,0
Cornhusker Bank,"345,512",544652,0
McDonald County Mercantile Bank,,960056,0
National Bank of Commerce,"421,236",775456,1
Chicago Community Bank,,287539,0
The Citizens State Bank,"212,115",572459,0
The Bank of North Lewisburg Company,,436029,0
Auburn Savings Bank,,852740,0
Bank of Goochland,,259125,0
Heritage Banking Group,,633837,0
Farmers and Merchants Bank,"49,275",516154,0
"First Bank, Upper Michigan","123,303",239556,0
First National Bank of Goshen,,468543,1
Marlin National Bank,,364953,1
Firstar Bank Illinois,,2648,0
First Bank of Utica,"44,939",391959,0
Magna Bank of Lincoln,,365932,0
First Bank of Butler,,385659,0
Huntington National Bank West Virginia,,774431,1
Iowa State Bank,"63,732",952846,0
Iowa State Bank,,652342,0
Citizens Bank & Trust,"70,114",964250,0
Bank of Burwell,,414250,0
Community First National Bank,,801458,1
The Oak Harbor State Bank Company,,377524,0
The Jipson-Carter State Bank,,876148,0
"One Valley Bank - North, Inc.",,638029,0
The First National Bank of Ruston,,200556,1
Zook & Roecker State Bank,,898159,0
"Farmers State Bank, Hunter, Kansas",,687157,0
Adams County Bank,"109,354",9553,0
Five Points Bank of Hastings,"202,322",386450,0
Harvard State Bank,,435152,0
Exchange Bank of Schmidt & Koester,,327659,0
Greensburg State Bank,"46,475",670159,0
The Benton State Bank,"47,752",208347,0
Northern Indiana Bank and Trust Company,,151041,0
First National Bank,,659257,1
"Associated Bank Marshfield, National Association",,673842,1
First Illinois Bank,"44,090",772745,0
South Side National Bank in St. Louis,,192352,1
The Bloomington State Bank,,210144,0
Peoples-Webster County Bank,"53,863",737753,0
Horizon Bank,"195,513",663955,0
"Bank of Northumberland, Incorporated",,196426,0
FirstBank,"203,753",296456,0
Commercial Bank and Trust of PA,"310,682",945026,0
United Bank of Union,"259,312",562058,0
First National Bank of Magnolia,,80048,1
First Nebraska Bank,,973953,0
"First Midwest Bank/Hancock County, National Association",,304230,1
First National Bank at Salem,,909532,1
"Amcore Bank National Association, Northwest",,431949,1
The Owensboro National Bank,,341646,1
Farmers State Bank,"29,780",603559,0
The Valley State Bank,"67,747",420653,0
Griswold State Bank,,784841,0
The State Bank of Vassar,,1014143,0
Bank of Salem,"82,480",426758,0
The Bucklin State Bank,,15255,0
Federation Bank,"86,143",764142,0
"Farmers State Bank of Crosby, N. D.","71,977",924656,0
The First Citizens National Bank of Upper Sandusky,"173,824",230423,1
Brookville National Bank,"96,778",877015,1
United National Bank - North,,668624,1
Jersey Shore State Bank,"694,304",732918,0
Key Bank of Long Island,,646912,0
The First State Bank,"240,198",627425,0
Commercial & Savings Bank,,124924,0
Bank of Windsor,,387121,0
The State Bank of Milan,,969143,0
First National Bank in Howell,"290,703",755047,1
The Cape May County National Bank,,790217,1
First National Bank,,552451,1
Crawford State Bank,,542555,0
Republic Bank-North,,716646,0
Aredale State Bank,,759746,0
Jefferson Bank of St. Louis County,,898355,0
The Fayette County Bank,,415211,0
Fidelity Bank & Trust,"486,846",939249,0
American Bank,,970813,0
Chapin State Bank,,151948,0
Dillsboro State Bank,,478748,0
Iron County Security Bank,,850250,0
"Farmers and Merchants Bank of Huntsville, Missouri",,974651,0
The First National Bank of Tama County,,209746,1
FARMERS TRUST & SAVINGS BANK,"87,049",382443,0
"Flagship Bank of Melbourne, National Association",,445638,1
Ashmore State Bank,,919438,0
Colorado Community First National Bank,,120551,1
Haskell National Bank,"61,984",170257,1
First National Bank in Tigerton,"18,462",74449,1
Farmers National Bank of Newcastle,"36,085",702966,1
Community National Bank of Pennsylvania,,42028,1
City State Bank,"211,521",252041,0
State Bank of Ledyard,,856140,0
"Iowa State Bank and Trust Company of Fairfield, Iowa","69,088",651541,0
"Norwest Bank Texas, Robstown, National Association",,30669,1
Bellevue State Bank,"75,401",178244,0
First National Bank in Galva,,610735,1
First National Bank in Tuscumbia,,138631,1
Aurora National Bank,,927536,1
The United National Bank of Bergen County,,618704,1
First National Bank,"152,472",805250,1
Buchel Bank and Trust Company,,774758,0
American National Bank in McLean,,475457,1
Central Bank of Uniontown,,383039,0
First National Bank in Tonasket,,36876,1
First National Bank in West Concord,,838959,1
First National Bank in DeRidder,"153,724",480433,1
First National Bank in Bangor,,749916,1
The First Community Bank and Trust,,430241,0
First National Bank in Golconda,,1017041,1
"INB National Bank, Northwest",,151443,1
The Edwardsville State Bank,,731854,0
Trenton Bank and Trust Company,,1006045,0
The Algonac Savings Bank,,449346,0
NBD Cadillac Bank,,885841,0
Michigan Bank - Mid South,,304342,0
Farmers and Merchants Union Bank,"220,742",51842,0
United National Bank of Iowa,,489043,1
First Nashua State Bank,,715041,0
"First of America Bank-Champion, National Association",,391632,1
The Mountain National Bank of Clifton Forge,,637321,1
State Bank of Syracuse,,933742,0
Old Kent Bank of Gaylord,,862842,0
Affiliated National Bank - Louisville,,396758,1
Emprise Bank,,756950,0
Arlington State Bank,,204143,0
First National Bank at Gallitzin,,270410,1
The Mingo National Bank of Mingo Junction,,476829,1
First National Bank at Darlington,"82,711",57040,1
Comerica Bank - Battle Creek,,19543,0
Firstbank - West Michigan,,238241,0
The Arcanum National Bank,,168713,1
The First National Bank of Tuckahoe,,879617,1
Farmers & Merchants National Bank in Onley,,655222,1
First National Bank in Waycross,,511935,1
City State Bank,,722450,0
SouthTrust Bank of Morgan County,,54339,0
Modale Savings Bank,,699945,0
Pisgah Savings Bank,,462943,0
Prosper Bank,"65,011",642866,0
Home State Bank,,556365,0
