NAME,DEPDOM,FED_RSSD,FEDCHRTR
Community National Bank & Trust of Texas,"434,140",738769,1
Union Savings Bank,"1,702,764",443205,0
The Guilford Savings Bank,"429,554",831008,0
Ion Bank,"785,127",407506,0
Newtown Savings Bank,"758,400",507509,0
Dime Bank,"529,186",311603,0
Rockville Bank,"1,714,700",633501,0
First County Bank,"975,682",958204,0
Farmington Bank,"1,591,558",1009804,0
Litchfield Bancorp,"163,003",822408,0
Fairfield County Bank,"1,245,735",882701,0
Savings Institute Bank and Trust Company,"1,005,068",480808,1
Tejas Bank,"105,160",857455,0
"Webster Bank, National Association","15,210,778",761806,1
Collinsville Savings Society,"96,423",890603,0
Stafford Savings Bank,"151,710",113003,0
Northwest Community Bank,"223,221",545604,0
Jewett City Savings Bank,"205,198",820301,0
Chelsea Groton Bank,"763,436",345309,0
Putnam Bank,"338,073",223005,1
Thomaston Savings Bank,"632,599",120609,0
The Carney State Bank,"16,389",264156,0
Ericson State Bank,"51,586",145956,0
Northern Bank & Trust Company,"837,313",900306,0
"Community State Bank, National Association","450,171",790543,1
First National Bank of Alvin,"94,542",354057,1
Farmers Savings Bank,"71,884",624648,0
Dutton State Bank,"26,302",671857,0
Hawaii National Bank,"569,756",915065,1
Southside Bank,"2,412,219",361167,0
First State Bank,"50,545",524766,0
Powell State Bank,"25,471",856869,0
Boston Trust & Investment Management Company,500,972406,0
Huntington State Bank,"196,995",917555,0
North Dallas Bank & Trust Co.,"1,057,523",490450,0
Citizens State Bank,"98,457",413543,0
Coulee Bank,"217,882",457752,0
Cumberland County Bank,"256,191",1008133,0
Security State Bank,"107,857",319551,0
Security State Bank of Wanamingo,"57,239",211851,0
First Independent Bank,"80,479",366658,0
Northeast Security Bank,"98,240",442244,0
Regional Missouri Bank,"146,185",579140,0
Western Commerce Bank,"367,425",169756,0
Farmers Savings Bank,"93,001",741844,0
Iowa Trust & Savings Bank,"140,471",649342,0
Blackhawk Bank & Trust,"822,254",890742,0
Bangor Savings Bank,"2,160,037",419406,0
"TD Bank, National Association","181,503,952",497404,1
Whidbey Island Bank,"1,434,709",63078,0
"The Citizens Bank of Logan, Ohio","194,598",869524,0
Morton Community Bank,"2,213,679",825146,0
First Bank Kansas,"224,000",192558,0
C US Bank,"343,103",900146,0
Franklin Bank,"35,649",644440,0
Security State Bank,"93,543",527749,0
Zapata National Bank,"82,251",218261,1
Heritage Bank,"30,850",225942,0
Salisbury Bank and Trust Company,"485,974",821906,0
First Kansas Bank,"92,240",1492817,0
Andes State Bank,"18,354",410159,0
Town And Country Bank,"390,122",590248,0
Adams Bank & Trust,"474,301",463650,0
Cathay Bank,"7,584,080",595869,0
First Security State Bank,"73,834",681043,0
West Suburban Bank,"1,839,517",375034,0
First New Mexico Bank,"180,437",712956,0
Westside State Bank,"64,492",972143,0
First Service Bank,"178,606",458544,0
State Bank of Marietta,"11,485",2554,0
Farmers Bank of Cook,"73,979",139955,0
Alpine Bank & Trust Co.,"1,007,190",813947,0
"Sunrise Banks, National Association","592,188",860053,1
First National Bank of Brookfield,"143,371",465038,1
Peoples Bank of Kankakee County,"152,259",821036,0
Community Bank of Easton,"24,587",958231,0
Peoples State Bank,"555,823",340144,0
Bank of Texas,"190,148",925653,0
Commercial Bank,"321,784",513340,0
Simmons First Bank of South Arkansas,"168,559",355746,0
First Bank of Owasso,"200,818",637554,0
SunSouth Bank,"149,054",477639,0
Pineland State Bank,"49,698",882130,0
American Bank of Commerce,"598,223",215662,0
The Union State Bank of Everest,"199,178",736550,0
First National Bank South Dakota,"322,448",379359,1
Manufacturers Bank,"1,863,893",930965,0
Citizens Bank & Trust Co. of Jackson,"110,508",765318,0
First State Bank,"157,582",502353,0
Norstates Bank,"358,955",545042,0
Merchants Bank,"186,500",147633,0
First Bank and Trust Company of Illinois,"262,148",646444,0
Charter Bank,"200,421",814458,0
The Security State Bank,"39,087",304762,0
Texas State Bank,"206,523",748964,0
North Valley Bank,"122,666",350750,0
FirstBank,"11,908,930",288853,0
Grand Timber Bank,"36,397",918356,0
Citizens State Bank,"12,996",235558,0
National Bank of New York City,"135,374",502111,1
Geneva State Bank,"184,943",88455,0
Bruning State Bank,"231,150",71457,0
Foundation First Bank,"48,222",102557,0
First National Bank of Northern California,"781,746",167060,1
United Bank,"56,832",226752,0
Sundown State Bank,"126,001",412667,0
Los Alamos National Bank,"1,335,622",205654,1
Southwest Bank,"945,646",423458,0
First Bank of Missouri,"389,261",954457,0
Cedar Rapids State Bank,"29,040",1005851,0
Exchange State Bank,"27,941",787141,0
Phelps County Bank,"287,593",342054,0
LegacyTexas Bank,"1,457,666",913267,0
Colchester State Bank,"49,617",156635,0
Freedom Bank of Oklahoma,"38,534",284154,0
The Hocking Valley Bank,"211,059",230610,0
Kennett National Bank,"77,704",795959,1
First National Bank of Gillette,"465,928",890050,1
Peoples National Bank of Mora,"138,388",705556,1
Community Bank of Trenton,"62,115",255547,0
Kress National Bank,"32,290",995955,1
First National Bank of Lake Jackson,"197,560",560353,1
King Southern Bank,"125,433",909541,0
West Side Bank and Trust,"52,772",827953,0
Tri City National Bank,"1,057,685",242444,1
Banamex USA,"948,685",750864,0
First State Bank,"9,103",116554,0
Bank of Belle Glade,"79,038",302030,0
St. Martin National Bank,"17,285",856159,1
"The Bank of San Jacinto County, Coldspring, Texas","30,823",678052,0
Pinnacle Bank Sioux City,"64,672",311649,0
Royal Bank America,"525,576",471217,0
"Integrity First Bank, National Association","336,556",26242,1
River City Bank,"940,715",253468,0
First State Bank,"34,706",454340,0
First Midwest Bank of Dexter,"229,439",770853,0
Siuslaw Bank,"306,884",849665,0
Parkway Bank and Trust Company,"1,617,380",1001639,0
Grundy National Bank,"261,235",268828,1
Commercial National Bank of Texarkana,"174,294",794149,1
The First National Bank of New Mexico,"163,570",562553,1
Compass Bank,"52,278,477",697633,0
First National Bank of Clarksdale,"298,989",11640,1
Inwood National Bank,"1,339,570",913753,1
Bank of Lindsay,"27,527",111157,0
Harford Bank,"234,755",660927,0
First National Bank of the Lakes,"62,282",715751,1
Peoples Bank of Macon,"15,786",418436,0
First Security Bank of Kentucky,"77,092",633341,0
Oregon Trail Bank,"28,474",900258,0
First Western Bank & Trust,"675,047",687951,0
Bank of the South,"55,868",83236,0
Community Bank,"367,251",90337,0
First State Bank,"81,976",36933,0
Hilltop National Bank,"603,122",1454,1
First Minnetonka City Bank,"179,239",691556,0
First State Bank of St. Robert,"84,939",277558,0
Capital Bank,"98,068",80936,0
Meramec Valley Bank,"77,351",215354,0
Mancos Valley Bank,"67,530",92050,0
First Midwest Bank of Poplar Bluff,"252,091",228158,0
Security National Bank of Omaha,"670,233",844053,1
Benchmark Bank,"351,962",980960,0
ANB Bank,"1,685,168",828651,0
Fremont Bank,"2,241,217",739560,0
First American National Bank,"216,105",786340,1
Community National Bank in Monmouth,"44,228",775241,1
American Bank & Trust Company,"98,569",597452,0
Valley National Bank,"175,759",962854,1
Heritage Bank National Association,"339,092",901358,1
First National Bank of Weatherford,"184,453",538950,1
Capital West Bank,"149,735",906559,0
Community National Bank,"177,638",785932,1
Banner Capital Bank,"95,827",275255,0
Carmine State Bank,"52,299",732954,0
Logan Bank & Trust Company,"242,373",164331,0
"Firstar Bank, National Association","379,385",427353,1
Center Point Bank and Trust Company,"28,049",862945,0
American National Bank,"1,636,122",660655,1
First Citizens Bank,"273,975",786742,0
Farmers and Merchants State Bank,"24,171",883753,0
Seaway Bank and Trust Company,"492,528",673431,0
Republic Bank of Chicago,"1,079,755",671334,0
The National Bank of Harvey,"40,078",751955,1
First National Bank,"146,011",991359,1
Bank of Estes Park,"102,456",550354,0
Hodge Bank & Trust Company,"56,786",931355,0
Round Top State Bank,"370,199",665865,0
"Relyance Bank, National Association","337,888",49241,1
Park State Bank & Trust,"79,097",480059,0
Spivey State Bank,"78,866",90739,0
Unison Bank,"167,632",676151,0
Capital Bank,"257,440",596156,0
CTBC Bank Corp. (USA),"1,266,336",996260,0
Citizens Bank of Washington County,"171,295",367431,0
Pekin National Bank,"18,295",864341,1
Bank of Agriculture and Commerce,"441,636",5461,0
First Financial Bank,"149,402",292234,0
Kingsley State Bank,"132,987",809940,0
BNA Bank,"361,355",916745,0
United Community Bank,"779,411",439338,0
First National Bank of Central Alabama,"190,538",739430,1
Bank of Turtle Lake,"38,492",831352,0
Consumers National Bank,"299,070",477321,1
The Elkhart State Bank,"51,610",939351,0
First National Bank of Tennessee,"610,162",283737,1
Bank of Springfield,"625,092",248240,0
Royal Banks of Missouri,"365,678",501459,0
Bank of Doniphan,"75,440",545154,0
Mt. McKinley Bank,"269,858",542667,0
Machias Savings Bank,"805,191",137205,0
Skowhegan Savings Bank,"316,031",401906,0
"South Central Bank, National Association","187,400",18135,1
Pioneer Bank,"116,170",300942,0
First Madison Valley Bank,"124,619",596455,0
Texas Bank,"269,726",232856,0
Lakeside Bank,"959,788",201834,0
Bell State Bank & Trust,"2,436,744",929352,0
Northern State Bank of Virginia,"54,564",774253,0
Altamaha Bank and Trust Company,"138,356",199436,0
The Commercial Bank,"30,228",491653,0
"Academy Bank, National Association","224,511",535753,1
"HomeTown Bank, National Association","412,154",393953,1
Peoples State Bank & Trust,"67,443",1013735,0
The Park Bank,"561,132",403946,0
Midwest Community Bank,"178,298",607333,0
International Bank of Commerce,"6,668,955",1001152,0
Valley View State Bank,"701,310",339951,0
"Guaranty Bank & Trust Company of Delhi, Louisiana","142,651",969255,0
Fort Hood National Bank,"205,147",305750,1
First State Bank in Tuscola,"19,667",1427770,0
Fidelity National Bank,"317,456",848248,1
"Cass County Bank, Inc.","44,655",734051,0
Galena State Bank & Trust Co.,"252,691",552732,0
The Citizens Bank of Weston,"152,776",639633,0
Citizens Bank of Ada,"157,220",807656,0
The Security State Bank,"33,434",598132,0
Community Bank of Parkersburg,"159,897",901134,0
The Bank of Maine,"687,590",240002,1
Garden Plain State Bank,"78,145",987651,0
State Bank of Whittington,"106,698",270148,0
Northeast Bank,"559,165",468806,0
Texico State Bank,"8,032",256049,0
ValueBank Texas,"174,600",964157,0
Schuyler State Bank,"49,719",945343,0
First Central State Bank,"211,648",639549,0
Farmers State Bank,"100,327",113030,0
"First Westroads Bank, Inc.","200,268",222754,0
"Citizens Bank & Trust Company of Vivian, Louisiana","127,638",767554,0
Community State Bank,"60,946",906652,0
Citizens State Bank,"60,785",695732,0
South Lafourche Bank & Trust Company,"153,912",135836,0
Jefferson Bank of Missouri,"435,108",854454,0
River Valley Bank,"876,364",163549,0
Kahoka State Bank,"41,255",979357,0
First Bank of Lincoln,"14,229",650955,0
Peoples Bank,"307,941",819855,0
AbbyBank,"305,278",198149,0
Midland Community Bank,"45,256",822631,0
Plaquemine Bank & Trust Company,"104,192",89032,0
Citizens State Bank,"201,006",877154,0
The Hershey State Bank,"56,859",96553,0
Chester County Bank,"61,877",86554,0
Southeast First National Bank,"59,535",563934,1
"Pioneer Trust Bank, National Association","294,707",852973,1
Bank of Commerce,"32,927",944551,0
Franklin Savings Bank,"245,156",228000,0
American Bank,"192,276",658540,0
Bank Leumi USA,"4,277,329",101019,0
West Gate Bank,"293,713",207050,0
Citywide Banks,"999,628",697754,0
Yadkin  Bank,"1,493,738",282329,0
Kansas State Bank of Manhattan,"848,193",160959,0
Centinel Bank of Taos,"167,674",800853,0
Century Bank and Trust Company,"2,700,668",377908,0
Lakeland Bank,"2,714,415",687009,0
Bank of Minden,"24,618",708753,0
Israel Discount Bank of New York,"5,620,758",320119,0
The Pennsville National Bank,"167,616",828110,1
Illini Bank,"226,664",588441,0
Bessemer Trust Company,"668,433",7009,0
Eastern National Bank,"327,809",171133,1
First Community State Bank,"41,874",249546,0
Merchants and Manufacturers Bank,"148,824",1008432,0
Teche Bank & Trust Co.,"88,558",21630,0
The First National Bank of McHenry,"138,838",231336,1
All America Bank,"115,344",25357,0
"Texas Exchange Bank, ssb","104,149",822556,0
Citizens State Bank,"113,389",989730,0
BankFirst,"234,250",117458,0
The Coastal Bank,"361,405",224637,0
North Bank,"102,534",664831,0
Kirkpatrick Bank,"499,200",67151,0
Parkway Bank,"100,513",177546,0
Citizens Bank of Las Cruces,"349,157",1016857,0
First Security Bank of Helena,"33,968",647955,0
Sunwest Bank,"543,393",140362,0
First Independence Bank,"191,169",254849,0
South Georgia Banking Company,"296,693",767732,0
Community Bank,"500,565",268257,0
"BCBank, Inc.","92,807",829032,0
Brunswick Bank and Trust Company,"124,308",463203,0
Fiduciary Trust Company International,"566,909",160614,0
Oak Bank,"163,820",12937,0
Pinnacle Bank,"498,755",867650,0
City National Bank of Florida,"3,504,721",814430,1
Bank of Cadiz and Trust Company,"88,728",904845,0
"American Bank, National Association","1,107,142",807955,1
Marine Bank,"502,254",258445,0
Fidelity Bank,"347,863",9357,0
The Community State Bank,"167,586",706254,0
Metropolitan National Bank,"851,138",874649,1
Peoples Bank and Trust Company of Madison County,"294,514",746513,0
Highland Community Bank,"71,532",76135,0
Johnson Bank,"3,106,169",58243,0
Rocky Mountain Bank,"375,950",663058,0
American Bank,"258,146",630555,0
Gulf Coast Bank,"324,023",459130,0
North Milwaukee State Bank,"78,479",759540,0
Heartland Bank and Trust Company,"2,407,113",426534,0
"Flathead Bank of Bigfork, Montana","167,762",811756,0
Bank of the Orient,"395,636",777366,0
Liberty Bank,"90,854",386432,0
Suburban Bank & Trust Company,"441,926",591937,0
Pan American Bank,"35,165",641364,0
Citizens Bank of Edinburg,"20,569",915935,0
FirstState Bank,"157,717",540739,0
American Bank of Texas,"1,761,228",627658,0
First Security Bank of Roundup,"42,740",625056,0
Benchmark Community Bank,"400,903",94522,0
Five Points Bank,"711,834",554857,0
Ameris Bank,"2,447,937",764030,0
American Bank and Trust Company,"160,818",452159,0
Lumbee Guaranty Bank,"272,927",651121,0
"Liberty Bank, F.S.B.","224,416",791045,1
North Community Bank,"2,212,498",129732,0
National Bank of Arizona,"3,990,872",1004368,1
First Security Bank of Malta,"26,508",651457,0
First Security Bank of Deer Lodge,"25,863",670654,0
Northwest Bank of Rockford,"205,374",685649,0
"Hudson Valley Bank, National Association","2,665,551",436711,1
Southern Heritage Bank,"227,267",935559,0
Executive National Bank,"255,800",1002430,1
Tennessee State Bank,"565,750",479839,0
America California Bank,"104,431",645661,0
"Town North Bank, National Association","411,476",384652,1
Pioneer Savings Bank,"660,670",237619,0
Heritage First Bank,"86,970",318947,1
Bank of Montgomery,"35,519",713047,0
Pacific Continental Bank,"1,120,203",693662,0
Union State Bank of Fargo,"65,304",968557,0
Citizens Tri-County Bank,"532,477",162337,0
Banco Santander Puerto Rico,"5,720,126",816210,0
American Bank of St. Paul,"300,585",34153,0
Wallis State Bank,"341,206",283867,0
California Bank & Trust,"9,214,611",837260,0
Liberty Bank and Trust Company,"461,928",283438,0
Citizens Guaranty Bank,"106,868",764816,0
Bank of Guam,"1,086,642",711472,0
Damariscotta Bank & Trust Co.,"150,514",530703,0
Citizens National Bank,"655,825",717737,1
North Valley Bank,"780,196",808167,0
Horizon Bank,"74,632",384335,0
Independence Bank,"406,536",606653,0
The Hardin County Bank,"355,943",526854,0
Community Bank,"150,881",440259,0
Chickasha Bank & Trust Company,"168,465",328450,0
The Bank of Tampa,"1,238,548",273336,0
"First State Bank of the South, Inc.","78,270",250430,0
Texas Bank,"276,750",414764,0
United Mississippi Bank,"255,338",544335,0
Bank of Ontario,"30,782",37341,0
Fort Gibson State Bank,"55,103",186856,0
City National Bank of New Jersey,"289,811",567905,1
The Western State Bank,"406,882",988153,0
Bridgeview Bank Group,"964,885",312730,0
"Delta Bank, National Association","89,410",686963,1
Bank of the Bluegrass and Trust Company,"185,403",1006513,0
The First State Bank of Arcadia,"113,806",297631,0
"Bank of the Mountains, Inc.","55,071",422116,0
Espirito Santo Bank,"583,207",729132,0
Central Virginia Bank,"314,555",436823,0
Citizens Bank of Blount County,"267,261",218131,0
"First Kentucky Bank, Inc.","302,885",263243,0
Lakeside Bank of Salina,"27,881",391557,0
"Community Bank of Florida, Inc.","429,764",999430,0
BAC Florida Bank,"979,894",725732,0
American Midwest Bank,"401,264",841436,0
First Navy Bank,"48,554",581237,0
PeoplesSouth Bank,"405,555",518037,0
The National Bank of Texas at Fort Worth,"157,128",406059,1
Sebree Deposit Bank,"19,693",62044,0
The First National Bank of McGehee,"44,380",78241,1
Fidelity Bank,"2,180,361",598534,0
Holladay Bank & Trust,"41,606",617275,0
Fidelity Bank of Texas,"79,398",741068,0
Verus Bank,"112,024",728452,0
TotalBank,"1,703,802",790534,0
"First Citizens Bank of Polson, National Association","17,451",620752,1
Crossroads Bank,"122,236",158741,0
Cornerstone State Bank,"112,717",914853,0
West Central Georgia Bank,"82,663",280138,0
Bank of Oak Ridge,"47,684",687054,0
Three Rivers Bank of Montana,"94,960",610557,0
"American Bank, National Association","49,560",494654,1
Bank of Tennessee,"754,352",340135,0
Continental National Bank of Miami,"290,911",837037,1
The Bank of Greene County,"583,288",214106,1
The Bank of Hemet,"406,711",183668,0
The Bank of Bourbonnais,"71,775",308836,0
American City Bank of Tullahoma,"203,917",917331,0
Peoples Bank of Graceville,"70,627",717232,0
Lakeside National Bank,"50,459",32766,1
Bank of Nebraska,"116,828",12955,0
Premier Bank,"497,418",33259,0
Citizens Business Bank,"4,912,951",933966,0
Heritage Bank of Schaumburg,"109,953",337340,0
Farmers and Merchants State Bank,"64,783",677756,0
First State Bank,"47,696",965051,0
"JPMorgan Chase Bank, Dearborn",523,651448,0
First Port City Bank,"122,914",262237,0
Valley Bank,"68,641",921833,0
Canon National Bank,"206,869",708454,1
First State Bank of DeQueen,"164,339",519146,0
Lovelady State Bank,"37,269",764151,0
Eagle State Bank,"15,902",252256,0
"Sabadell United Bank, National Association","3,020,993",53033,1
Mizuho Bank (USA),"2,036,151",229913,0
"Quail Creek Bank, National Association","481,961",507152,1
Far East National Bank,"917,316",676160,1
"Bessemer Trust Company, National Association","1,446,803",976703,1
First Peoples Bank of Tennessee,"118,910",421539,0
TruPoint Bank,"374,218",274829,0
Bank Star,"61,833",1006559,0
PriorityOne  Bank,"445,758",956938,0
Millbury Savings Bank,"159,227",949305,0
Kirkwood Bank & Trust Co.,"191,312",908450,0
Tri Counties Bank,"2,295,800",100562,0
State Bank of Countryside,"504,427",225335,0
Chisholm Trail State Bank,"68,719",372855,0
Montecito Bank & Trust,"959,652",514066,0
Bank of Palatine,"49,555",980344,0
Frontier State Bank,"401,944",632858,0
Community State Bank of Rock Falls,"230,041",875048,0
Citizen's Bank,"208,127",917032,0
Covington County Bank,"55,466",697035,0
Andrew Johnson Bank,"259,593",361439,0
INSOUTH Bank,"263,936",329550,0
First State Bank of Bloomington,"97,854",453839,0
1st Bank,"136,587",564856,0
Grand  Bank of Texas,"156,514",525352,0
First National Bank USA,"110,007",714839,1
Western Bank of Clovis,"39,132",640554,0
Grand Bank,"162,204",76854,0
Johnson County Bank,"98,165",45430,0
Magnolia State Bank,"265,609",34434,0
Main Bank,"102,908",430054,0
"Franklin Templeton Bank and Trust, F.S.B.","20,470",189866,1
Coffee County Bank,"103,439",211338,0
First National Community Bank,"113,781",450632,1
City Bank of Hartford,"47,419",51730,0
Cache Valley Bank,"597,959",995076,0
Rabun County Bank,"144,421",514936,0
Progressive Bank,"388,626",1007154,0
Fidelity National Bank,"69,957",179755,1
United Bankers' Bank,"529,367",930358,0
Pony Express Community Bank,"82,943",646958,0
Barwick Banking Company,"10,202",1007734,0
Peoples National Bank,"228,583",602356,1
Lakeside State Bank,"51,159",635457,0
SussexBank,"438,156",403106,0
Commonwealth National Bank,"53,743",578237,1
Union Bank and Trust Company,"80,275",689759,0
Colony Bank,"950,982",491934,0
American State Bank of Grygla,"21,201",21359,0
First National Bank,"223,072",330239,1
Bank of Mingo,"90,353",706236,0
First Nations Bank,"243,873",277240,0
West Michigan Community Bank,"163,296",715340,0
Bank of Dooly,"85,156",105633,0
Columbia National Bank,"41,514",1006344,1
Legacy Bank & Trust Company,"92,862",397755,0
"Spirit of Texas Bank, SSB","442,115",260868,0
Virginia Community Bank,"191,665",105222,0
Oregon Community Bank & Trust,"143,827",247140,0
Bank of the Panhandle,"111,496",192857,0
Metropolitan Bank,"644,062",699132,0
Byron State Bank,"38,539",233451,0
"Bank of the Lakes, National Association","159,938",822257,1
Commercial Bank,"607,485",497039,0
"Pinnacle Bank, Inc.","29,060",417710,0
The Citizens Bank,"81,135",571135,0
GBC International Bank,"408,392",972769,0
Delaware Place Bank,"218,096",352035,0
American National Bank & Trust,"353,033",498362,1
Anahuac National Bank,"84,376",424352,1
Peoples Community Bank,"136,914",784159,0
Central National Bank,"605,036",428060,1
"Modern Bank, National Association","583,116",2398701,1
Bank of the Cascades,"1,195,824",17464,0
Heritage Bank,"271,153",911825,0
Washita State Bank,"78,044",1856,0
"BankChampaign, National Association","160,642",436739,1
AmericanWest Bank,"2,979,937",39475,0
INLAND BANK & TRUST,"922,958",189745,0
Wray State Bank,"87,238",541754,0
First State Bank,"56,109",522454,0
Volunteer State Bank,"345,212",774132,0
Monterey County Bank,"174,515",297761,0
Western National Bank,"1,388,496",778466,1
Pine River Valley Bank,"133,227",612551,0
First Citizens Bank of Butte,"56,672",666358,0
Utah Independent Bank,"52,002",256179,0
Citizens State Bank,"67,159",139834,0
Western Bank,"47,529",156952,0
Spring Hill State Bank,"144,328",457060,0
FirstSecure Bank and Trust Co.,"56,786",25647,0
Peoples Bank of Alabama,"431,035",60330,0
1st State Bank of Mason City,"25,734",170640,0
First Progressive Bank,"23,361",177135,0
First Texas Bank,"230,664",688257,0
American State Bank of Pierre,"137,429",600651,0
American Bank Center,"908,717",971959,0
Community State Bank,"44,722",367150,0
Brighton Bank,"153,536",406974,0
Bank of the Sierra,"1,153,736",662369,0
Flora Bank & Trust,"63,232",777441,0
Cole Taylor Bank,"3,753,328",412135,0
Valley Bank of Commerce,"130,893",481159,0
Citizens Bank,"45,687",97457,0
Kenney Bank and Trust,"49,551",765130,0
"Republic Bank, Inc.","263,017",316354,0
Town-Country National Bank,"86,759",180537,1
COMMUNITY BANK OF MARSHALL,"112,993",706656,0
Bank of Commerce,"110,875",547550,0
"Meridian Bank, National Association","509,728",978369,1
Northern Hancock Bank & Trust Co.,"24,346",670421,0
Green Dot Bank DBA Bonneville Bank,"234,543",243375,0
Citizens State Bank,"68,228",804860,0
Nevada Bank and Trust Company,"86,800",400767,0
CoBiz Bank,"2,288,803",56557,0
Citizens Bank and Trust Company of Ardmore,"158,090",255556,0
First Utah Bank,"234,717",207872,0
Bank of St. Francisville,"88,358",364430,0
Randolph Bank & Trust Company,"260,545",115221,0
Lubbock National Bank,"685,827",766258,1
People's Bank and Trust Company of Pickett County,"105,361",942539,0
Capstone Bank,"348,775",450034,0
Brickyard Bank,"117,068",270531,0
"Union Bank, National Association","79,913,074",212465,1
The Lauderdale County Bank,"42,379",82350,0
Bank of Gibson City,"59,410",932633,0
Latimer State Bank,"64,416",51356,0
Oklahoma Heritage Bank,"77,589",709956,0
United Bank,"2,490,705",365325,0
Community Bank of Raymore,"158,191",716851,0
"Hickory Point Bank and Trust, FSB","507,350",550635,1
Southwest Missouri Bank,"517,933",760854,0
Farmers and Miners Bank,"115,138",658924,0
Putnam County State Bank,"135,894",382658,0
The First Bank and Trust Company,"1,086,053",223322,0
Independence Bank,"156,427",956527,0
Wheatland Bank,"274,265",129479,0
The American National Bank of Mount Pleasant,"72,847",764067,1
Scotiabank de Puerto Rico,"3,547,293",716413,0
"MERCANTIL COMMERCEBANK, NATIONAL ASSOCIATION","5,501,030",83638,1
"Citizens Bank of Morgantown, Inc.","21,325",897237,0
West Texas National Bank,"773,905",237066,1
Andalusia Community Bank,"37,960",589439,0
"First Community Bank, National Association","227,266",334264,1
State Bank,"148,514",285348,0
Community First Bank of Glendive,"44,751",599755,0
Twin River National Bank,"70,859",427960,1
Oregon Pacific Banking Company dba Oregon Pacific Bank,"140,697",160360,0
Central Valley Community Bank,"946,062",703767,0
Tradition Bank - Bellaire,"435,006",468954,0
Bank of the Pacific,"619,084",307679,0
CMS Bank,"214,225",191805,0
Northstar Bank of Colorado,"559,500",776659,0
"New OMNI Bank, National Association","171,617",300063,1
Peoples Bank and Trust Company of Pointe Coupee Parish,"169,970",8033,0
Alpine Bank,"1,992,313",260055,0
The Bank of Protection,"51,636",531157,0
Peoples Community State Bank,"109,449",896258,0
Bank of Bartlett,"304,079",225559,0
Huron National Bank,"50,726",753641,1
Charter Bank Eau Claire,"469,985",160650,0
"South Louisiana Bank, Houma, Louisiana","371,753",616036,0
First Citizens Bank,"188,220",541231,0
The Mission Bank,"385,612",170051,0
Community Bank and Trust Company,"223,764",1015841,0
Bankers' Bank of the West,"290,747",732758,0
Woodforest National Bank,"3,436,954",412751,1
Mississippi River Bank,"125,449",742636,0
California Pacific Bank,"84,922",50461,0
North Adams State Bank,"31,639",258146,0
Bank of Commerce,"159,016",866859,0
Community State Bank,"127,717",987231,0
Siouxland National Bank,"44,956",472951,1
Plumas Bank,"461,596",670467,0
BankFive,"641,701",833404,0
The Cape Cod Five Cents Savings Bank,"2,114,902",664206,0
Florence Savings Bank,"860,691",279105,0
Salem Five Cents Savings Bank,"2,272,444",618807,0
Watertown Savings Bank,"982,695",886204,0
Wilshire Bank,"2,320,696",382667,0
National Bank of Arkansas in North Little Rock,"156,626",98641,1
"Rabobank, National Association","10,314,000",877369,1
United Orient Bank,"78,049",70218,0
"First Jackson Bank, Inc.","193,180",248633,0
Evergreen National Bank,"95,480",427858,1
Panhandle State Bank,"725,935",257868,0
First National Bank of Burleson,"163,044",240954,1
Community National Bank,"159,348",643452,1
Citizens National Bank of Wills Point,"88,397",302665,1
"Houston Community Bank, National Association","277,222",472858,1
Fidelity Management Trust Company,"50,500",1001705,0
Islanders Bank,"205,375",447874,0
"The Bank of New York Mellon Trust Company, National Association",651,398668,1
"First Fidelity Bank, National Association","1,147,549",106359,1
The American National Bank of Texas,"2,019,237",599764,1
"Triumph Savings Bank, SSB","293,656",766164,0
"Citizens' Bank, Inc.","89,259",563336,0
Southbridge Savings Bank,"336,645",627407,0
Bankers' Bank,"225,426",408642,0
First Mountain Bank,"119,703",926360,0
Municipal Trust and Savings Bank,"198,105",460332,0
Community Bank of El Dorado Springs,"84,968",766052,0
The Business Bank,"295,230",913520,0
Lamar National Bank,"106,262",2161,1
Dedham Institution for Savings,"966,705",193809,0
Berkshire Bank,"3,905,210",473501,0
Bristol County Savings Bank,"1,107,990",13103,0
The Washington Trust Company of Westerly,"2,460,448",816603,0
Republic Bank & Trust Company,"2,061,523",316840,0
TIB The Independent Bankersbank,"1,668,558",529958,0
"Chase Bank USA, National Association","36,241,692",489913,1
Valley National Bank,"185,645",347956,1
Mission National Bank,"156,074",519360,1
Liberty Bank,"195,233",478766,0
FMS Bank,"117,023",257756,0
Commerce Bank,"407,829",625159,0
McCurtain County National Bank,"181,086",423159,1
Texas First Bank,"740,930",473266,0
United Pacific Bank,"86,629",609467,0
Bitterroot Valley Bank,"261,062",615954,0
First State Bank of DeKalb County,"69,305",504535,0
Bank of Jackson Hole,"492,941",898458,0
Gladewater National Bank,"44,962",263551,1
McKenzie County Bank,"108,516",234056,0
Summit Bank,"169,712",351560,0
"American Bank, National Association","332,762",307361,1
First National Bank,"46,879",276355,1
Belmont Savings Bank,"743,347",348207,0
OneUnited Bank,"349,655",935308,0
Crow River State Bank,"68,556",157650,0
Miners Exchange Bank,"129,725",711520,0
Country Bank for Savings,"928,645",689209,0
State Bank of India (California),"567,757",779968,0
The Harbor Bank of Maryland,"209,654",533124,0
Brazos National Bank,"15,396",863362,1
Pacific Western Bank,"5,624,704",494261,0
Atascosa National Bank,"84,220",851060,1
Redding Bank of Commerce,"727,012",933863,0
Citizens National Bank,"78,446",700252,1
