NAME,DEPDOM,FED_RSSD,FEDCHRTR
The Miners National Bank of Eveleth,"50,695",43856,1
The First National Bank of Fairfax,"17,017",938354,1
"Wells Fargo Bank South Central, National Association","27,149,000",2362458,1
The First National Bank of Gilbert,"28,568",975452,1
First Minnesota Bank,"305,913",75053,0
The First National Bank of Henning,"91,694",23456,1
The First National Bank of Herman,"25,949",84055,1
Bank Midwest,"587,055",45551,0
First State Bank of Kiester,"17,412",1015458,0
The First National Bank of Le Center,"68,279",986551,1
First Farmers & Merchants National Bank,"130,652",917854,1
First National Bank in Mahnomen,"80,157",93758,1
Pioneer Bank,"249,462",920854,0
The First National Bank of McIntosh,"19,068",988256,1
First National Bank of Menahga & Sebeka,"77,871",923855,1
The First National Bank of Milaca,"156,193",924357,1
The First National Bank of Moose Lake,"63,925",706058,1
American Bank of the North,"492,211",716655,0
The First National Bank of Northfield,"130,134",782351,1
Community Resource Bank,"201,401",813853,0
The First National Bank of Osakis,"54,743",726458,1
The Citizens National Bank of Park Rapids,"186,105",877752,1
"First Bank & Trust, National Association","171,335",755850,1
Foresight Bank,"130,730",755458,0
The First National Bank of Proctor,"21,342",731957,1
"Bremer Bank, National Association","546,978",824550,1
First National Bank Minnesota,"169,494",197759,1
Minnesota National Bank,"175,713",799751,1
First Security Bank - Sleepy Eye,"170,376",861658,0
The First National Bank of Starbuck,"16,679",863353,1
The First National Bank in Wadena,"50,990",774655,1
The First National Bank of Walker,"326,321",805755,1
The First National Bank of Waseca,"103,835",837354,1
Roundbank,"238,030",836852,0
First Financial Bank in Winnebago,"32,403",840354,0
Winona National Bank,"206,460",220059,1
The American National Bank of Beaver Dam,"101,210",510648,1
The First National Bank and Trust Company,"682,696",207845,1
The First National Bank of Berlin,"262,041",111942,1
PremierBank,"210,763",907547,0
"Associated Bank, National Association","18,531,164",917742,1
The First National Bank of Hartford,"152,727",742944,1
Bank First National,"882,253",594947,1
The Stephenson National Bank and Trust,"250,347",598048,1
The First National Bank - Fox Valley,"301,784",675949,1
The First National Bank of Niagara,"61,354",803144,1
The Peshtigo National Bank,"152,002",257345,1
Union National Bank & Trust Company,"93,985",68448,1
The National Bank of Waupun,"120,354",881544,1
"WOODTRUST BANK, N. A.","276,100",833749,1
The First Bank of Baldwin,"140,976",143952,0
The First National Bank of Bangor,"158,263",627854,1
First National Bank and Trust,"39,409",147053,1
The First National Bank of Eagle River,"96,346",634357,1
Peoples Bank of Wisconsin,"186,484",456157,0
Pioneer Bank of Wisconsin,"58,000",176053,0
First National Community Bank,"147,538",23755,1
The First National Bank of Park Falls,"102,950",34452,1
The First National Bank of River Falls,"219,257",956255,1
"Eagle Valley Bank, National Association","89,541",709358,1
West Plains Bank,"77,759",967952,0
Farmers and Merchants Bank of Ashland,"59,117",398051,0
The Carson National Bank of Auburn,"62,501",978659,1
The First National Bank of Bancroft,"17,391",983055,1
First Community Bank,"103,432",993250,0
First National Bank & Trust Company of Columbus,"382,713",77758,1
First Bank & Trust Company,"220,720",244158,0
City Bank & Trust Co.,"138,118",79855,0
The First National Bank of Fairbury,"106,739",548856,1
F&M Bank,"100,538",259059,0
The Fremont National Bank and Trust Company,"271,536",264558,1
First Bank and Trust of Fullerton,"47,319",266655,0
The Fullerton National Bank,"28,366",150352,1
Genoa Community Bank,"44,019",2750,0
The First National Bank of Gordon,"144,304",3252,1
Security First Bank,"702,001",276850,0
"Amfirst Bank, National Association","205,345",278957,1
The First National Bank of Holdrege,"86,772",194253,1
The First National Bank of Johnson,"58,318",563457,1
Security Bank,"156,430",566056,0
Bank of Lewellen,"17,515",13457,0
First National Bank Northeast,"210,725",208655,1
McCook National Bank,"253,932",575759,1
Bank of Marquette,"27,709",34359,0
First Bank and Trust Company,"57,388",114859,0
Minden Exchange Bank & Trust Company,"115,737",456054,0
Platte Valley Bank,"187,730",580155,0
Bank of Newman Grove,"30,844",41955,0
First National Bank,"384,805",181459,1
First National Bank of Omaha,"11,734,863",527954,1
First National Bank in Ord,"105,975",850054,1
Citizens Bank & Trust Company,"106,226",925055,0
The Cattle National Bank and Trust Company,"181,595",529659,1
The Jones National Bank and Trust Company of Seward,"185,110",469559,1
The American National Bank of Sidney,"69,024",718556,1
Stanton State Bank,"37,936",382256,0
FirstBank of Nebraska,"143,400",540056,0
First Nebraska Bank of Wayne,"35,247",664457,0
The State National Bank & Trust Company,"118,621",581358,1
Citizens State Bank,"270,882",482053,0
Cornerstone Bank,"1,063,799",403151,0
Frost  Bank,"20,027,898",682563,0
The City National Bank of San Saba,"44,636",714165,1
The Santa Anna National Bank,"37,432",521064,1
Schwertner State Bank,"36,878",582766,0
First Bank & Trust,"43,980",402462,0
The First National Bank of Shiner,"323,780",342362,1
The First National Bank of Sonora,"291,888",591366,1
The First National Bank of Stanton,"103,826",458665,1
The First National Bank of Sterling City,"118,027",411062,1
The City National Bank of Sulphur Springs,"391,980",596062,1
The First National Bank of Tahoka,"54,591",467265,1
The City National Bank of Taylor,"181,612",181963,1
"Extraco Banks, National Association","924,707",537560,1
The First National Bank of Throckmorton,"26,915",476968,1
The First National Bank of Tom Bean,"56,419",193162,1
The First National Bank of Trenton,"125,013",419460,1
The First National Bank of Trinity,"51,167",479567,1
First National Bank of Bosque County,"95,882",198961,1
Texas Star Bank,"281,799",274164,0
Herring Bank,"431,836",610164,0
The Waggoner National Bank of Vernon,"227,170",548267,1
First Victoria National Bank,"2,195,865",488167,1
Citizens National Bank of Texas,"540,746",552161,1
First National Bank and Trust Company of Weatherford,"172,707",614368,1
The State National Bank in West,"73,255",494168,1
First Bank,"47,147",376068,0
Fannin Bank,"70,597",377663,0
The First National Bank of Winnsboro,"106,843",501767,1
The First National Bank of Woodsboro,"51,456",624563,1
The Yoakum National Bank,"177,323",311265,1
Troy Bank & Trust Company,"726,534",134437,0
The Citizens Bank of Fayette,"155,740",438434,0
Union State Bank,"224,441",467733,0
Bank of Brewton,"45,366",351131,0
Bank of Wedowee,"98,670",358233,0
Chambers Bank,"641,536",517049,0
COMMUNITY STATE BANK,"22,086",378044,0
Smackover State Bank,"167,519",676049,0
Bodcaw Bank,"69,057",942847,0
Piggott State Bank,"68,483",173342,0
Home Bank of Arkansas,"60,045",596642,0
Logan County Bank,"60,043",932642,0
First Security Bank,"3,345,048",673440,0
Bank of Star City,"80,199",126049,0
Cornerstone Bank,"132,331",514048,0
Bank of Gravett,"106,377",400945,0
Discover Bank,"43,115,611",30810,0
Citizens Bank and Trust,"346,522",701839,0
BRANNEN BANK,"368,340",760331,0
Columbia Bank,"162,627",216632,0
Southeastern Bank,"316,553",210238,0
The Bank of Edison,"35,649",610539,0
Farmers State Bank,"39,506",776734,0
PrimeSouth Bank,"303,027",1011638,0
Bank of Wrightsville,"47,475",176437,0
Bank of Newington,"72,614",948531,0
The Farmers Bank,"73,036",11837,0
Citizens Bank,"32,746",116732,0
Bank of Chickamauga,"44,241",512839,0
Farmers & Merchants Bank,"552,362",763930,0
The State Bank of Blue Mound,"29,511",306739,0
Philo Exchange Bank,"77,017",667346,0
State Bank of St. Jacob,"48,067",362940,0
Farmers State Bank of Sublette,"37,679",458049,0
DuPage National Bank,"59,557",424343,1
East Dubuque Savings Bank,"131,727",913838,0
The State Bank of Lima,"31,211",493143,0
State Bank of Davis,"117,778",45038,0
State Bank of the Lakes,"601,896",595430,0
German-American State Bank,"167,655",556936,0
Savanna-Thomson State Bank,"88,189",597041,0
"First Trust & Savings Bank of Albany, Illinois","173,292",583138,0
MainSource Bank,"2,178,111",623445,0
The Fountain Trust Company,"234,821",145844,0
Bank of Geneva,"147,420",590949,0
The Peoples Bank,"157,675",7045,0
Spencer County Bank,"101,763",871648,0
First State Bank,"78,528",854847,0
Breda Savings Bank,"30,733",856542,0
Security Savings Bank,"101,092",676245,0
Earlham Savings Bank,"248,238",645540,0
Farmers State Bank,"147,541",537243,0
"American Bank, National Association","222,073",345345,1
Audubon State Bank,"85,124",760649,0
Hardin County Savings Bank,"153,469",647245,0
Peoples Savings Bank,"46,645",679246,0
"Lee County Bank & Trust, National Association","99,592",625140,1
State Central Bank,"116,964",808345,0
First State Bank,"85,221",677448,0
Landmark National Bank,"501,898",481177,1
Citizens State Bank and Trust Company,"62,400",678557,0
The First State Bank,"227,395",394259,0
Farmers State Bank,"44,298",131717,0
Citizens Union Bank of Shelbyville,"443,616",65746,0
The Peoples Bank,"68,919",271341,0
"South Central Bank,  Inc.","229,617",473042,0
New Windsor State Bank,"250,282",57228,0
Bank of Ocean City,"212,230",147923,0
Woodsboro Bank,"206,966",406022,0
"Calvin B. Taylor Banking Company of Berlin, Maryland","379,550",39327,0
The Farmers Bank of Willards,"246,056",105026,0
Kalamazoo County State Bank,"78,829",644141,0
SSBBank,"53,229",969741,0
Bank of Okolona,"124,858",919344,0
BankPlus,"1,913,454",121642,0
First Bank,"321,248",875936,0
Peoples Bank,"799,899",220527,0
Sutton Bank,"289,258",110413,0
The Farmers & Merchants State Bank,"746,373",214414,0
The Community Bank,"311,482",729011,0
Oklahoma State Bank,"59,301",905356,0
State Guaranty Bank,"34,905",102155,0
First State Bank in Temple,"16,488",325459,0
First State Bank,"10,488",702050,0
National Bank of Sallisaw,"95,046",428958,1
Apollo Trust Company,"127,812",368522,0
Allegheny Valley Bank of Pittsburgh,"340,901",1829,0
CorTrust Bank National Association,"580,719",61355,1
Bryant State Bank,"23,986",82257,0
Fulton State Bank,"48,051",467957,0
"First State Bank of Warner, S. Dak.","50,379",132152,0
One American Bank,"67,181",95051,0
Farmers State Bank,"87,421",199052,0
The Farmers State Bank of Turton,"23,234",496957,0
First PREMIER Bank,"956,305",374653,0
Union Bank,"184,736",235231,0
Macon Bank and Trust Company,"292,163",709639,0
Citizens Bank & Trust Company,"23,942",321152,0
Decatur County Bank,"75,831",66154,0
Citizens Bank,"140,212",381839,0
Clayton Bank and Trust,"546,114",146654,0
Avenue Bank,"671,355",481355,0
"First Trust and Savings Bank, Oneida, Tennessee","120,942",700739,0
The Peoples Bank,"63,986",591357,0
Bank of Clarke County,"476,497",753324,0
The Bank of Fincastle,"176,024",353724,0
Bank of Botetourt,"278,082",759625,0
Bank of McKenney,"191,864",746429,0
Farmington State Bank,"9,870",477376,0
"Farmers State Bank, Winthrop, Wash.","25,017",694771,0
Peoples Bank,"1,173,486",455972,0
Kitsap Bank,"829,944",584377,0
"First Peoples Bank, Inc.","105,784",708333,0
"Pendleton Community Bank, Inc.","230,054",370020,0
The Bank of Monroe,"106,964",849432,0
American Bank & Trust Wisconsin,"116,084",54441,0
Livingston State Bank,"141,297",478944,0
Citizens State Bank of Loyal,"142,302",479446,0
Layton State Bank,"137,329",964643,0
Citizens State Bank,"128,522",867856,0
Sterling Bank,"185,159",628356,0
Community Bank of Northern Wisconsin,"139,282",567754,0
Highland State Bank,"26,658",681249,0
"Connecticut River Bank, National Association","260,092",40707,1
The First Colebrook Bank,"226,341",58207,0
Merchants Bank,"1,332,608",166803,0
Community National Bank,"471,190",270504,1
The National Bank of Middlebury,"260,706",173306,1
The First National Bank of Orwell,"41,097",177500,1
The Randolph National Bank,"152,416",521608,1
"First Hope Bank, A National Banking Association","380,815",434203,1
"PNC Bank, National Association","215,271,907",817824,1
Amboy Bank,"1,621,479",9807,0
Union Center National Bank,"1,314,815",29104,1
The First National Bank of Absecon,"141,404",188917,1
The First National Bank of Elmer,"195,619",609010,1
Liberty National Bank,"188,126",130813,1
The First National Bank of Bellevue,"132,900",243414,1
The First National Bank of Blanchester,"48,193",735414,1
The Citizens National Bank of Bluffton,"453,569",738013,1
The Farmers National Bank of Canfield,"905,497",680813,1
"Peoples Bank, National Association","1,445,578",577128,1
U.S. Bank National Association,"240,365,693",504713,1
The Huntington National Bank,"47,301,622",12311,1
The First National Bank of Dennison,"188,925",935719,1
Eaton National Bank & Trust Co.,"168,034",1002618,1
"Community First Bank, National Association","50,623",579319,1
The First National Bank of Germantown,"43,648",505916,1
"First Financial Bank, National Association","4,822,011",165628,1
The Merchants National Bank,"502,524",701222,1
Kingston National Bank,"199,339",966722,1
LCNB National Bank,"808,769",785923,1
THE VINTON COUNTY NATIONAL BANK,"663,572",754826,1
The First National Bank of McConnelsville,"121,995",44929,1
The Citizens National Bank of McConnelsville,"72,630",685023,1
1st National Bank,"103,080",480723,1
The Peoples National Bank of Mount Pleasant,"48,904",484927,1
The Park National Bank,"4,956,242",489623,1
The Peoples National Bank of New Lexington,"100,804",431323,1
RiverHills Bank,"109,638",371223,0
First National Bank,"374,141",217620,1
The First National Bank of Pandora,"119,584",571920,1
Fifth Third Bank,"95,357,678",723112,0
Home National Bank,"50,846",79127,1
The Somerville National Bank,"151,943",411624,1
The First National Bank of Sycamore,"94,586",553926,1
The First National Bank of Waverly,"157,102",263627,1
The First National Bank of Wellston,"79,232",325824,1
The National Bank of Adams County of West Union,"72,694",290922,1
The National Bank and Trust Company,"562,883",328423,1
The Citizens National Bank of Woodsfield,"88,530",386825,1
"First Century Bank, Inc.","361,247",569422,0
"Citizens Bank of West Virginia, Inc.","166,579",481627,0
The Fayette County National Bank of Fayetteville,"83,331",488420,1
United Bank,"4,157,038",1010930,0
"Mountain Valley Bank, N.A.","107,177",1011432,1
The First National Bank of Peterstown,"58,849",719030,1
"FNB Bank, Inc.","131,540",969639,0
First National Bank,"220,311",4437,1
First Neighborhood Bank,"130,820",911339,0
MCNB Bank and Trust Co.,"273,485",20633,0
The First National Bank of Williamson,"78,278",917630,1
First National Bank,"321,351",979629,1
The Farmers Bank of Appomattox,"174,787",188720,0
The National Bank of Blacksburg,"923,712",754929,1
StellarOne Bank,"2,457,175",1009420,0
American National Bank and Trust Company,"1,073,977",958727,1
Grayson National Bank,"278,885",90328,1
Chesapeake Bank,"565,907",214722,0
Powell Valley National Bank,"200,147",31826,1
Blue Ridge Bank,"163,769",233527,0
The Middleburg Bank,"960,790",679826,0
The Old Point National Bank of Phoebus,"731,429",186221,1
Pioneer Bank,"137,201",41629,0
First Bank,"476,953",899428,0
The Fauquier Bank,"523,333",976226,0
"Evans Bank, National Association","709,176",292908,1
Cayuga Lake National Bank,"119,857",63201,1
Ballston Spa National Bank,"345,796",505,1
The Bridgehampton National Bank,"1,468,753",23504,1
The Canandaigua National Bank and Trust Company,"1,745,422",161602,1
"Community Bank, National Association","5,773,176",202907,1
The Putnam County National Bank of Carmel,"123,288",287007,1
The National Bank of Coxsackie,"221,744",234506,1
The Delaware National Bank of Delhi,"254,014",236603,1
The First National Bank of Dryden,"110,846",241009,1
The First National Bank of Long Island,"1,784,808",837000,1
Glens Falls National Bank and Trust Company,"1,625,408",866000,1
The First National Bank of Groton,"123,304",917500,1
Jeff Bank,"376,833",306908,0
The National Union Bank of Kinderhook,"288,799",313401,1
The Lyons National Bank,"622,579",323204,1
The Mahopac National Bank,"824,958",521804,1
"Citibank, National Association","439,111,000",476810,1
Sterling National Bank,"2,316,011",64619,1
"NBT Bank, National Association","6,025,766",702117,1
WSB Municipal Bank,"56,225",858818,0
The Suffolk County National Bank of Riverhead,"1,537,842",799612,1
The National Bank of Delaware County,"229,811",281210,1
Champlain National Bank,"228,891",126012,1
Merchants Bank of Bangor,"287,326",935111,0
First Keystone Community Bank,"668,462",790918,0
National Penn Bank,"6,530,199",802110,1
"FNB Bank, National Association","285,997",131418,1
Centric Bank,"279,186",411512,0
"DNB First, National Association","552,169",71318,1
First Commonwealth Bank,"4,628,693",42420,0
First National Community Bank,"854,532",239613,1
The Ephrata National Bank,"642,863",425911,1
The First National Bank of Fredericksburg,"198,016",493013,1
ACNB Bank,"823,460",5210,0
Peoples Security Bank and Trust Company,"621,912",278818,0
The Honesdale National Bank,"493,054",465618,1
Ameriserv Financial Bank,"852,411",928618,0
"Fulton Bank, National Association","6,852,792",474919,1
The First National Bank of Lilly,"19,097",432012,1
Susquehanna Bank,"12,747,285",682611,0
Liverpool Community Bank,"35,029",440110,0
The Luzerne Bank,"285,202",501815,0
The National Bank of Malvern,"116,998",977616,1
First Citizens Community Bank,"759,670",978118,0
Riverview Bank,"280,696",757612,0
The Jim Thorpe National Bank,"156,863",920210,1
The First National Bank of Mercersburg,"153,076",767817,1
The First National Bank of Mifflintown,"376,505",212018,1
The Juniata Valley Bank,"384,094",215710,0
The First National Bank of Minersville,"71,485",797319,1
UNB Bank,"113,950",249416,0
The Neffs National Bank,"241,999",144913,1
First National Bank and Trust Company of Newtown,"698,902",1007417,1
New Tripoli Bank,"269,361",331713,0
The Northumberland National Bank,"444,452",70414,1
First Northern Bank and Trust Company,"564,189",186717,0
The First National Bank of Port Allegany,"81,133",20512,1
QNB Bank,"827,952",852713,0
VIST Bank,"1,023,411",678717,0
Univest  Bank and Trust Co.,"1,897,247",354310,0
Swineford National Bank,"253,420",203418,1
The Turbotville National Bank,"106,180",906410,1
Citizens & Northern Bank,"965,905",895710,0
Community Bank,"477,957",371924,0
The Farmers National Bank of Emlenton,"429,538",119528,1
"Nextier Bank, National Association","466,297",315629,1
First United National Bank,"233,366",127224,1
First National Bank of Pennsylvania,"9,836,700",379920,1
"Farmers and  Merchants Bank of Western Pennsylvania, National Association","370,248",18827,1
Manor Bank,"22,886",80020,0
Marion Center Bank,"243,948",947525,0
The Mars National Bank,"317,244",978622,1
The Citizens National Bank of Meyersdale,"74,370",56427,1
"BNY Mellon, National Association","12,869,516",934329,1
Community First Bank,"83,087",188926,0
Savings Bank of Mendocino County,"785,854",146663,0
Coconut Grove Bank,"481,712",648130,0
Wauchula State Bank,"498,964",200435,0
Mount Vernon Bank,"117,817",807432,0
Citizens Trust Bank,"339,859",680130,0
The Bath State Bank,"134,090",308340,0
Merchants Bank of Indiana,"1,244,105",963945,0
Community State Bank of Southwestern Indiana,"58,851",198046,0
The North Salem State Bank,"173,106",947749,0
Community State Bank,"51,807",322449,0
The Garrett State Bank,"156,189",465243,0
Fairfax State Savings Bank,"133,218",682648,0
Farmers Savings Bank,"62,662",847540,0
First Trust & Savings Bank,"96,084",831044,0
NSB Bank,"153,285",253646,0
Farmers Savings Bank,"33,091",431846,0
Primebank,"276,496",671147,0
"New Century Bank, National Association","20,491",392152,1
The State Bank of Spring Hill,"33,934",418856,0
Peoples Bank & Trust Company of Hazard,"244,664",814711,0
Bank of Jamestown,"126,477",567240,0
"Magnolia Bank, Incorporated","118,832",261146,0
Security Bank and Trust Co.,"40,239",835613,0
First & Peoples Bank and Trust Company,"158,697",391418,0
"Commonwealth Community Bank, Inc.","121,643",541642,0
Hancock Bank & Trust Company,"275,881",545846,0
Peoples Bank & Trust Company,"47,458",282048,0
South Central Bank of Monroe County,"100,269",201049,0
Independence Bank of Kentucky,"1,057,051",648242,0
Colfax Banking Company,"75,617",178356,0
Sabine State Bank and Trust Company,"632,285",125855,0
Kaplan State Bank,"78,543",983130,0
Bank of Gueydan,"66,633",603232,0
Bank of Maringouin,"44,033",993335,0
First American Bank and Trust,"623,750",101037,0
Cambridge Trust Company,"1,259,275",736206,0
"State Savings Bank, Frankfort, Mich.","90,863",22543,0
Honor  Bank,"169,115",815147,0
Lake-Osceola State Bank,"160,305",11145,0
The Citizens State Bank of Ontonagon,"45,478",356752,0
Flagship Bank Minnesota,"83,624",83151,0
State Bank of Lismore,"34,852",916259,0
The First State Bank of Red Wing,"65,765",818559,0
Lake Community Bank,"92,023",30650,0
First State Bank of Ashby,"28,975",299251,0
State Bank of Ceylon,"11,519",401951,0
State Bank of Hamburg,"20,560",80552,0
Citizens Bank Minnesota,"273,207",874050,0
Unity Bank North,"67,228",732459,0
Americana Community Bank,"114,262",201254,0
Prairie Sun Bank,"30,786",960551,0
Eastwood Bank,"500,271",315852,0
Freeport State Bank,"83,737",72454,0
Exchange State Bank,"122,830",85258,0
Farmers State Bank of Hamel,"92,505",1006157,0
First State Bank of Swanville,"25,491",833851,0
Kanabec State Bank,"133,522",705958,0
Minnwest Bank Luverne,"143,053",957159,0
"Copiah Bank, National Association","148,781",398837,1
The Bank of Holly Springs,"175,936",835743,0
RiverHills Bank,"226,024",573335,0
Planters Bank & Trust Company,"670,456",972648,0
Bank of Anguilla,"102,286",31835,0
Bank of Wiggins,"159,756",179335,0
Adrian Bank,"113,710",94858,0
Bank of Ash Grove,"60,190",568443,0
Bank of Cairo and Moberly,"80,627",833646,0
"Montgomery Bank, National Association","710,699",613558,1
The Merchants and Farmers Bank of Salisbury,"85,372",963954,0
Farmers Bank of Lincoln,"82,055",742355,0
"Farmers Bank of Lohman, Missouri","49,061",743950,0
Martinsburg Bank and Trust,"142,004",810553,0
"UMB Bank, National Association","13,142,749",936855,1
Exchange Bank of Northeast Missouri,"120,439",2747466,0
Alton Bank,"49,936",881441,0
First Missouri State Bank,"137,949",825454,0
Lead Bank,"78,016",893855,0
Bank CBO,"38,857",644459,0
O'Bannon Banking Company,"145,227",955940,0
Century Bank of the Ozarks,"147,329",904359,0
Basin State Bank,"125,965",535856,0
First State Bank of Forsyth,"99,594",597658,0
The State Bank of Bartley,"73,288",982553,0
Nebraska State Bank and Trust Company,"155,274",412153,0
State Bank of Colon,"13,226",1008450,0
Pender State Bank,"128,073",854258,0
State Bank of Riverdale,"78,474",739850,0
First Tri County Bank,"48,207",570651,0
Plattsmouth State Bank,"78,079",735656,0
Iowa - Nebraska State Bank,"170,196",656359,0
Oak Creek Valley Bank,"55,619",661858,0
First State Bank of Harvey,"67,827",997557,0
KodaBank,"117,506",803957,0
First State Bank of North Dakota,"234,668",721350,0
Lincoln State Bank,"58,614",667551,0
The Waterford Commercial and Savings Bank,"44,156",324229,0
The Ottoville Bank Company,"60,609",443625,0
Farmers and Merchants Trust Company of Chambersburg,"866,254",289515,0
West Milton State Bank,"287,196",556011,0
1st Summit Bank,"775,402",526519,0
Bank of Putnam County,"347,482",99536,0
Farmer's and Merchants Bank,"248,596",531250,0
Exchange Bank,"1,531,561",507068,0
Bank of Rio Vista,"155,827",685368,0
The Bank of Perry,"99,001",771636,0
Central State Bank,"98,591",152440,0
Scott State Bank,"90,057",443634,0
Glasford State Bank,"33,696",617538,0
Henry State Bank,"94,000",941233,0
Union State Bank,"52,222",746942,0
First State Bank,"117,418",822846,0
The Farmers State Bank,"59,029",944748,0
New Albin Savings Bank,"157,755",234841,0
Sloan State Bank,"41,633",481748,0
Farmers Trust & Savings Bank,"81,513",646042,0
Crawford County Trust and Savings Bank,"118,236",810544,0
State Savings Bank,"59,796",286840,0
Swisher Trust & Savings Bank,"38,331",191449,0
White State Bank,"31,117",359744,0
First State Bank,"78,031",795249,0
Richland State Bank,"238,754",752653,0
Concordia Bank & Trust Company,"443,664",819556,0
Bank of Coushatta,"178,666",926959,0
Bank of Erath,"80,324",399731,0
Tensas State Bank,"123,043",134455,0
St. Landry Bank and Trust Company,"233,954",885430,0
First Community Bank,"48,711",1017555,0
ProGrowth Bank,"101,439",751254,0
BankCherokee,"223,014",748254,0
State Bank of Fairmont,"84,363",723158,0
State Bank of Richmond,"76,072",881656,0
United Community Bank,"215,825",847157,0
Unity Bank,"166,975",854052,0
Sentry Bank,"131,672",746157,0
Great Southern National Bank,"241,712",101738,1
Bank of Morton,"52,176",897330,0
Bank of Walnut Grove,"43,702",116639,0
Bank 21,"54,023",634544,0
The Bank of Grain Valley,"69,230",956554,0
Goppert Financial Bank,"66,757",815053,0
Citizens Bank of Rogersville,"57,041",246451,0
The Maries County Bank,"281,561",441359,0
Bank of Iberia,"51,286",790150,0
Montrose Savings Bank,"37,140",753052,0
Bank of Bennington,"65,993",348159,0
Richardson County Bank & Trust Company,"101,764",260354,0
First State Bank,"28,686",284958,0
The Citizens State Bank at Mohall,"51,909",688453,0
The Dakota Western Bank,"188,142",827458,0
The Farmers & Merchants State Bank of Tolna,"53,645",954158,0
"Security State Bank, Wishek, North Dakota","58,685",251857,0
Farmers State Bank,"80,176",327220,0
Commercial Bank & Trust Co.,"578,814",467658,0
Farmers Bank,"30,131",524757,0
First Bank,"1,801,315",436159,0
Merchants & Planters Bank,"74,051",529855,0
Farmers & Merchants Bank,"461,777",713926,0
The Blue Grass Valley Bank,"33,840",755421,0
Essex Bank,"960,754",781028,0
Lamont Bank of St. John,"47,351",519874,0
Bank of Galesville,"71,839",167453,0
Gratiot State Bank,"42,264",915645,0
Bank of Lake Mills,"159,895",477349,0
The Port Washington State Bank,"413,052",937740,0
Waldo State Bank,"53,286",131940,0
Unity Bank,"68,681",443353,0
Wyoming Bank & Trust,"122,182",64150,0
Lusk State Bank,"48,772",912550,0
Cowboy State Bank,"38,166",544951,0
Citizens State Bank,"58,723",101345,0
Arvest Bank,"11,803,460",311845,0
The Bank of Rison,"19,811",733540,0
Merchants and Farmers Bank,"88,912",644842,0
Citizens' Bank & Trust Co.,"302,959",192147,0
First State Bank of Middlebury,"345,386",967046,0
Iowa State Savings Bank,"180,839",869346,0
First Trust and Savings Bank,"115,455",640442,0
"Farmers and Merchants State Bank of Neola, Iowa","55,187",864248,0
Citizens Bank,"42,070",410944,0
Farmers State Bank,"94,646",208440,0
Kerndt Brothers Savings Bank,"193,878",665146,0
The Sacramento Deposit Bank,"59,378",180144,0
Springfield State Bank,"199,567",197142,0
The Cecilian Bank,"454,043",982142,0
Bank of Columbia,"113,055",839246,0
Peoples Exchange Bank,"269,819",129910,0
Cottonport Bank,"285,481",473930,0
Jackson Parish Bank,"52,731",122153,0
The Union Bank,"183,483",144436,0
Bank of Jena,"65,879",181758,0
Iberville Bank,"209,084",88530,0
The Bank of Delmarva,"368,393",885225,0
Hebron Savings Bank,"422,119",780722,0
"Provident State Bank, Inc.","243,414",169327,0
The Queenstown Bank of Maryland,"404,650",429021,0
"Farmers State Bank of Adams, Minnesota","73,708",328656,0
Adrian State Bank,"35,850",293352,0
Eagle Bank,"97,966",1000959,0
State Bank of Wheaton,"59,335",808354,0
State Bank of Clarks Grove,"24,831",372257,0
First State Bank of Sauk Centre,"91,976",769156,0
Currie State Bank,"47,360",343958,0
Peoples State Bank of Wells,"25,053",192651,0
Grand Marais State Bank,"75,879",945950,0
American Heritage National Bank,"193,057",61757,1
Farmers and Merchants State Bank of Appleton,"43,201",269759,0
CenBank,"55,135",308256,0
North Shore Bank of Commerce,"220,067",126553,0
Park State Bank,"31,293",286457,0
Glenwood State Bank (Incorporated),"184,022",975854,0
First State Bank of Grove City,"18,884",79257,0
State Bank of Chandler,"33,666",112556,0
Woodland Bank,"55,986",788652,0
Farmers State Bank of Watkins,"34,806",899156,0
Farmers State Bank of West Concord,"43,004",777254,0
"Merchants Bank, National Association","1,044,631",779351,1
Ultima Bank Minnesota,"124,424",225157,0
"Anchor Bank,  National Association","1,251,118",900454,1
BankFirst Financial Services,"625,874",914648,0
OmniBank,"41,768",854548,0
State Bank & Trust Company,"830,648",736448,0
Community Bank of Mississippi,"605,943",460033,0
Home Exchange Bank,"72,165",852357,0
Bank of Louisiana,"45,154",663450,0
Bank of Lee's Summit,"230,871",951456,0
Country Club Bank,"1,016,818",625654,0
Midwest Regional Bank,"215,446",691958,0
Bank of Sullivan,"282,776",436953,0
America's Community Bank,"22,153",440857,0
Jonesburg State Bank,"60,929",733755,0
St. Johns Bank and Trust Company,"277,894",173557,0
Peoples Bank & Trust Co.,"364,782",909055,0
The Nodaway Valley Bank,"676,291",770657,0
Citizens Bank of Cape Vincent,"51,439",84804,0
Bank Forward,"378,936",812557,0
Sargent County Bank,"90,395",992851,0
Merchants Bank,"87,975",700458,0
McVille State Bank,"32,810",759250,0
Kindred State Bank,"26,018",816751,0
Community Bank,"73,563",938550,0
"Security State Bank of Wewoka, Oklahoma","136,620",52951,0
The Palmetto Bank,"945,916",862824,0
Menno State Bank,"31,032",413851,0
First State Bank of Roscoe,"80,860",189950,0
Heartland State Bank,"64,161",135854,0
First State Bank,"33,504",830168,0
Citizens State Bank,"30,081",643368,0
Bank of Charles Town,"254,948",1014125,0
